pid,event_label,window_idx,window_start,window_end,FrontalLeft_Delta,FrontalLeft_Theta,FrontalLeft_LowAlpha,FrontalLeft_HighAlpha,FrontalLeft_LowBeta,FrontalLeft_HighBeta,FrontalLeft_Alpha,FrontalLeft_Beta,FrontalRight_Delta,FrontalRight_Theta,FrontalRight_LowAlpha,FrontalRight_HighAlpha,FrontalRight_LowBeta,FrontalRight_HighBeta,FrontalRight_Alpha,FrontalRight_Beta,OverallFrontal_Delta,OverallFrontal_Theta,OverallFrontal_LowAlpha,OverallFrontal_HighAlpha,OverallFrontal_LowBeta,OverallFrontal_HighBeta,OverallFrontal_Alpha,OverallFrontal_Beta,TemporalLeft_Delta,TemporalLeft_Theta,TemporalLeft_LowAlpha,TemporalLeft_HighAlpha,TemporalLeft_LowBeta,TemporalLeft_HighBeta,TemporalLeft_Alpha,TemporalLeft_Beta,TemporalRight_Delta,TemporalRight_Theta,TemporalRight_LowAlpha,TemporalRight_HighAlpha,TemporalRight_LowBeta,TemporalRight_HighBeta,TemporalRight_Alpha,TemporalRight_Beta,Temporal_Delta,Temporal_Theta,Temporal_LowAlpha,Temporal_HighAlpha,Temporal_LowBeta,Temporal_HighBeta,Temporal_Alpha,Temporal_Beta,Central_Delta,Central_Theta,Central_LowAlpha,Central_HighAlpha,Central_LowBeta,Central_HighBeta,Central_Alpha,Central_Beta,ParietalLeft_Delta,ParietalLeft_Theta,ParietalLeft_LowAlpha,ParietalLeft_HighAlpha,ParietalLeft_LowBeta,ParietalLeft_HighBeta,ParietalLeft_Alpha,ParietalLeft_Beta,ParietalRight_Delta,ParietalRight_Theta,ParietalRight_LowAlpha,ParietalRight_HighAlpha,ParietalRight_LowBeta,ParietalRight_HighBeta,ParietalRight_Alpha,ParietalRight_Beta,Parietal_Delta,Parietal_Theta,Parietal_LowAlpha,Parietal_HighAlpha,Parietal_LowBeta,Parietal_HighBeta,Parietal_Alpha,Parietal_Beta,Occipital_Delta,Occipital_Theta,Occipital_LowAlpha,Occipital_HighAlpha,Occipital_LowBeta,Occipital_HighBeta,Occipital_Alpha,Occipital_Beta,FrontalMidline_Delta,FrontalMidline_Theta,FrontalMidline_LowAlpha,FrontalMidline_HighAlpha,FrontalMidline_LowBeta,FrontalMidline_HighBeta,FrontalMidline_Alpha,FrontalMidline_Beta
26,Forest1,23,852.32,862.32,-4.3619,-5.3487,-6.1435,-5.8991,-5.6265,-5.6636,-5.6157,-5.3271,-4.2919,-5.1938,-5.9135,-6.1255,-5.4876,-5.4279,-5.658,-5.1351,-4.3686,-5.3063,-6.0523,-6.0313,-5.5861,-5.5704,-5.6724,-5.2583,-5.4387,-6.1135,-6.5174,-6.4093,-5.9531,-6.3988,-6.0922,-5.8117,-5.2501,-6.0836,-6.624,-6.3369,-5.9651,-6.261,-6.0827,-5.7789,-5.3294,-6.0975,-6.5702,-6.3697,-5.9594,-6.3209,-6.0872,-5.7941,-5.202,-6.0166,-6.6444,-6.5716,-6.1253,-6.3318,-6.2404,-5.906,-4.7406,-5.6707,-6.3495,-6.2066,-5.7904,-5.7296,-5.8908,-5.4385,-4.7807,-5.6434,-6.3043,-6.3811,-5.7984,-5.6536,-5.9859,-5.4046,-4.8083,-5.6989,-6.3636,-6.3233,-5.8353,-5.7412,-5.9739,-5.4681,-5.5418,-6.2044,-6.6945,-6.4799,-5.8165,-5.8133,-6.2125,-5.5011,-5.9682,-6.5669,-6.9494,-6.632,-6.231,-6.6243,-6.3866,-6.0739
26,Forest1,24,857.32,867.32,-4.1571,-5.2443,-6.1211,-5.8805,-5.6369,-5.6988,-5.6019,-5.346,-4.0085,-5.2967,-5.8638,-6.0286,-5.5016,-5.4252,-5.579,-5.1458,-4.1183,-5.3101,-6.0124,-5.9826,-5.5996,-5.5812,-5.6268,-5.2726,-5.0465,-6.1151,-6.4668,-6.3358,-6.0282,-6.3892,-6.0368,-5.858,-4.9543,-5.9794,-6.6192,-6.307,-5.9245,-6.2597,-6.0581,-5.7473,-4.9956,-6.0384,-6.5404,-6.3204,-5.9706,-6.3163,-6.0479,-5.7963,-4.9655,-6.0423,-6.6311,-6.4783,-6.1244,-6.309,-6.1864,-5.8919,-4.4594,-5.5732,-6.3196,-6.1677,-5.7982,-5.7557,-5.8612,-5.4499,-4.3923,-5.6428,-6.2447,-6.3066,-5.7503,-5.662,-5.9151,-5.3799,-4.4741,-5.6524,-6.3181,-6.2668,-5.814,-5.7567,-5.9242,-5.4595,-4.9252,-6.0176,-6.6801,-6.4204,-5.821,-5.8395,-6.1738,-5.5076,-5.3571,-6.3606,-6.8991,-6.6187,-6.2916,-6.6309,-6.3664,-6.1153
26,Forest1,25,862.32,872.32,-4.2195,-5.3128,-6.1683,-6.091,-5.6798,-5.6857,-5.7518,-5.3606,-4.1294,-5.4817,-6.1692,-6.1305,-5.6368,-5.4711,-5.7856,-5.2348,-4.2135,-5.4292,-6.2075,-6.1423,-5.6915,-5.6058,-5.8038,-5.3307,-5.1008,-6.1693,-6.741,-6.4467,-6.0649,-6.441,-6.2082,-5.9019,-5.0317,-6.0362,-6.7215,-6.3513,-5.925,-6.3163,-6.1354,-5.767,-5.063,-6.0942,-6.7306,-6.3939,-5.9857,-6.3709,-6.1684,-5.8257,-5.0597,-6.1346,-6.8153,-6.5853,-6.1539,-6.3531,-6.3205,-5.9294,-4.5403,-5.6588,-6.4206,-6.2931,-5.8276,-5.7549,-5.982,-5.4666,-4.4732,-5.7421,-6.4876,-6.3315,-5.7951,-5.7377,-6.0416,-5.4448,-4.5556,-5.7447,-6.4913,-6.3466,-5.8519,-5.7975,-6.0473,-5.5023,-4.958,-6.0847,-6.8338,-6.4735,-5.8395,-5.872,-6.2563,-5.5332,-5.391,-6.4352,-7.099,-6.6858,-6.3021,-6.6573,-6.4859,-6.1326
26,Forest1,26,867.32,877.32,-4.0091,-5.5938,-6.4144,-6.1885,-5.6527,-5.7055,-5.9395,-5.3588,-4.0736,-5.6988,-6.4509,-6.3281,-5.6065,-5.5533,-6.023,-5.2668,-4.0786,-5.6822,-6.4649,-6.2841,-5.6615,-5.663,-6.0109,-5.3469,-4.8012,-6.2765,-6.7482,-6.6351,-5.9874,-6.4554,-6.3278,-5.8524,-4.786,-6.2487,-6.735,-6.516,-5.915,-6.3809,-6.2362,-5.7788,-4.7931,-6.2617,-6.7412,-6.5684,-5.9478,-6.4146,-6.2772,-5.8121,-4.9066,-6.2894,-6.9436,-6.7089,-6.0856,-6.3927,-6.4478,-5.9008,-4.3116,-5.919,-6.6123,-6.408,-5.7407,-5.8164,-6.1456,-5.4581,-4.2127,-5.9132,-6.6549,-6.4247,-5.7485,-5.7824,-6.1658,-5.4488,-4.3097,-5.9614,-6.6739,-6.4511,-5.7835,-5.8506,-6.1926,-5.4985,-4.5315,-6.1727,-6.7973,-6.5619,-5.7661,-5.9819,-6.3036,-5.5394,-4.9458,-6.6007,-7.028,-6.806,-6.2226,-6.6889,-6.5422,-6.0883
26,Forest1,27,872.32,882.32,-3.9266,-5.4697,-6.4627,-6.1934,-5.6184,-5.7393,-5.9552,-5.3558,-3.9549,-5.4543,-6.4109,-6.1302,-5.5615,-5.6244,-5.8726,-5.2759,-3.98,-5.502,-6.4699,-6.1934,-5.6252,-5.7185,-5.9454,-5.3522,-4.7682,-6.2343,-6.827,-6.5201,-6.1335,-6.5155,-6.2972,-5.97,-4.721,-6.1491,-6.8376,-6.467,-5.9998,-6.42,-6.2493,-5.8512,-4.7427,-6.1874,-6.8325,-6.4913,-6.0581,-6.4627,-6.2714,-5.9035,-4.8079,-6.1809,-7.0001,-6.6579,-6.1631,-6.4143,-6.4423,-5.957,-4.2346,-5.7956,-6.672,-6.3939,-5.7596,-5.8597,-6.1595,-5.4854,-4.1584,-5.7855,-6.6872,-6.3711,-5.7187,-5.8168,-6.141,-5.4452,-4.2448,-5.8363,-6.7224,-6.4177,-5.7831,-5.89,-6.1884,-5.5129,-4.5175,-6.136,-6.8914,-6.5088,-5.7662,-6.0218,-6.3158,-5.5561,-4.9341,-6.5115,-7.0849,-6.7632,-6.3492,-6.7731,-6.5447,-6.2001
26,Forest1,28,877.32,887.32,-3.4578,-5.1662,-6.3525,-5.9611,-5.6748,-5.6683,-5.766,-5.3581,-3.5015,-5.1811,-6.2525,-5.7852,-5.5546,-5.5052,-5.5956,-5.2095,-3.5214,-5.2136,-6.3352,-5.8857,-5.6471,-5.6199,-5.6989,-5.3162,-4.5798,-5.9933,-6.7224,-5.9785,-6.1466,-6.4977,-5.8724,-5.972,-4.391,-5.8976,-6.8019,-5.8048,-6.0522,-6.3081,-5.7438,-5.85,-4.4703,-5.9403,-6.7624,-5.8785,-6.0943,-6.3878,-5.8,-5.9035,-4.3629,-5.9415,-6.8131,-6.2217,-6.2055,-6.3815,-6.0781,-5.9716,-3.8382,-5.4857,-6.5228,-6.1208,-5.8422,-5.8127,-5.9231,-5.5098,-3.8585,-5.5275,-6.5166,-6.0623,-5.8094,-5.7678,-5.871,-5.4707,-3.8978,-5.5529,-6.5606,-6.1338,-5.8696,-5.841,-5.9384,-5.5377,-4.3856,-5.9391,-6.7751,-6.0577,-5.8224,-5.9465,-5.9471,-5.5657,-4.8687,-6.2192,-7.0257,-6.1627,-6.3892,-6.7049,-6.0817,-6.2047
26,Forest1,29,882.32,892.32,-3.218,-4.9102,-6.0595,-5.8972,-5.6909,-5.6329,-5.6244,-5.3452,-3.1924,-4.9763,-6.0556,-5.7126,-5.4708,-5.3744,-5.5013,-5.1035,-3.2467,-4.9805,-6.0939,-5.8166,-5.6043,-5.5256,-5.5858,-5.247,-4.198,-5.6548,-6.5085,-5.8834,-6.0896,-6.4221,-5.7546,-5.912,-4.087,-5.6531,-6.5445,-5.7739,-6.08,-6.2756,-5.6803,-5.8542,-4.1361,-5.6539,-6.5271,-5.8224,-6.0845,-6.3389,-5.7139,-5.8806,-4.0898,-5.7171,-6.6229,-6.1675,-6.1962,-6.3414,-5.9937,-5.9502,-3.5545,-5.1889,-6.2813,-6.0065,-5.8482,-5.7406,-5.7704,-5.4709,-3.5168,-5.1757,-6.2357,-5.9599,-5.7985,-5.7253,-5.7219,-5.4437,-3.5848,-5.2301,-6.2997,-6.0245,-5.8645,-5.7848,-5.7871,-5.5045,-3.9983,-5.4976,-6.5024,-5.9817,-5.8829,-5.9153,-5.8275,-5.5861,-4.4676,-5.8531,-6.8295,-6.0942,-6.3869,-6.6281,-5.9905,-6.1748
26,Forest1,30,887.32,897.32,-3.6356,-5.0567,-6.0177,-5.9348,-5.6526,-5.6709,-5.6096,-5.3483,-3.548,-5.0778,-6.1093,-5.931,-5.4771,-5.3835,-5.6516,-5.112,-3.6309,-5.1068,-6.0997,-5.9677,-5.5932,-5.5444,-5.6667,-5.2533,-4.521,-5.8148,-6.6732,-6.3556,-6.145,-6.3966,-6.1352,-5.943,-4.4509,-5.8237,-6.59,-6.3398,-6.0238,-6.357,-6.0918,-5.8502,-4.4827,-5.8195,-6.6274,-6.3472,-6.077,-6.3753,-6.1118,-5.8917,-4.4746,-5.8665,-6.7225,-6.5138,-6.1888,-6.3636,-6.253,-5.9562,-3.9333,-5.3421,-6.3269,-6.1754,-5.7644,-5.7387,-5.8822,-5.4352,-3.8595,-5.3301,-6.313,-6.1979,-5.7738,-5.7055,-5.8974,-5.4224,-3.9443,-5.3833,-6.3626,-6.2234,-5.8103,-5.7737,-5.9294,-5.4758,-4.3308,-5.6953,-6.6497,-6.4099,-5.8607,-5.8805,-6.163,-5.5593,-4.7907,-6.0791,-6.9807,-6.6216,-6.3692,-6.6036,-6.4141,-6.1611
26,Forest1,31,892.32,902.32,-4.17,-5.3077,-6.1759,-5.9621,-5.6747,-5.6082,-5.6788,-5.3294,-3.7745,-5.1954,-6.3117,-6.0354,-5.5879,-5.3719,-5.7705,-5.1492,-3.9706,-5.2882,-6.2767,-6.0354,-5.665,-5.5153,-5.7608,-5.269,-4.8539,-6.0422,-6.9024,-6.5657,-6.1457,-6.4672,-6.3552,-5.968,-4.8753,-6.0446,-6.8085,-6.488,-6.008,-6.3465,-6.2626,-5.835,-4.865,-6.0435,-6.8505,-6.5231,-6.0678,-6.3995,-6.304,-5.893,-4.8486,-6.0447,-6.9415,-6.6071,-6.2057,-6.3598,-6.3817,-5.964,-4.3578,-5.6071,-6.4974,-6.2807,-5.808,-5.7051,-6.0017,-5.4431,-4.2406,-5.5703,-6.5763,-6.3354,-5.827,-5.6692,-6.069,-5.4266,-4.3438,-5.6336,-6.5781,-6.345,-5.8583,-5.7396,-6.0743,-5.4825,-4.7899,-6.01,-6.9121,-6.5786,-5.8858,-5.8432,-6.3682,-5.5523,-5.2299,-6.321,-7.1234,-6.8842,-6.37,-6.6459,-6.6359,-6.1773
26,Forest1,32,897.32,907.32,-4.0128,-5.1587,-6.1916,-6.0581,-5.726,-5.574,-5.7424,-5.3244,-3.9021,-5.2233,-6.1391,-5.9865,-5.5469,-5.3496,-5.6913,-5.1177,-3.9918,-5.2296,-6.2034,-6.0577,-5.6644,-5.489,-5.754,-5.2487,-4.6531,-5.9906,-6.8118,-6.5165,-6.18,-6.4662,-6.2911,-5.9895,-4.7181,-5.9396,-6.7493,-6.4417,-6.0894,-6.2893,-6.2102,-5.8635,-4.6861,-5.963,-6.7778,-6.4755,-6.13,-6.3643,-6.2467,-5.9187,-4.8367,-5.9812,-6.8889,-6.6275,-6.2524,-6.3178,-6.3744,-5.967,-4.2379,-5.4708,-6.4454,-6.3151,-5.8678,-5.6756,-6.0039,-5.4447,-4.0875,-5.4578,-6.4352,-6.2971,-5.823,-5.5803,-5.995,-5.3665,-4.2058,-5.512,-6.4833,-6.3444,-5.8907,-5.6792,-6.0401,-5.4549,-4.4014,-5.8358,-6.8565,-6.4915,-5.9315,-5.7787,-6.2804,-5.5266,-4.8173,-6.2086,-7.1039,-6.8182,-6.4415,-6.6802,-6.5828,-6.2342
26,Forest1,33,902.32,912.32,-4.3243,-5.3019,-6.0837,-6.0235,-5.7485,-5.5239,-5.6873,-5.3014,-4.2089,-5.2265,-6.0301,-5.8817,-5.5089,-5.372,-5.5978,-5.1208,-4.3054,-5.3041,-6.0947,-5.982,-5.6489,-5.4829,-5.6769,-5.2413,-5.2979,-6.1646,-6.7721,-6.3608,-6.1517,-6.4511,-6.1753,-5.9656,-5.1793,-6.0474,-6.4858,-6.2447,-6.0443,-6.2511,-5.9942,-5.819,-5.2315,-6.099,-6.5986,-6.2959,-6.0919,-6.3346,-6.0707,-5.8824,-5.1459,-6.0447,-6.6945,-6.5143,-6.1879,-6.2713,-6.2405,-5.9117,-4.6632,-5.6429,-6.4045,-6.2369,-5.9025,-5.6648,-5.9509,-5.4475,-4.6782,-5.6827,-6.3586,-6.1721,-5.8267,-5.5468,-5.9046,-5.3464,-4.7174,-5.707,-6.416,-6.2411,-5.9013,-5.6564,-5.9641,-5.4431,-5.2891,-6.1949,-6.7993,-6.4203,-5.9246,-5.7249,-6.2231,-5.4938,-5.7376,-6.507,-6.9704,-6.6532,-6.3922,-6.6757,-6.4274,-6.1989
26,Forest1,34,907.32,917.32,-4.4257,-5.3276,-6.1583,-6.0274,-5.7619,-5.4852,-5.7174,-5.2892,-4.3408,-5.2936,-6.0783,-5.9486,-5.5239,-5.3343,-5.659,-5.1054,-4.4246,-5.3514,-6.1547,-6.0213,-5.663,-5.4447,-5.7238,-5.2271,-5.5224,-6.1135,-6.754,-6.3884,-6.161,-6.4022,-6.1904,-5.9559,-5.3042,-6.0542,-6.6264,-6.2655,-6.0319,-6.2446,-6.062,-5.8132,-5.3941,-6.0813,-6.6822,-6.3194,-6.0883,-6.3122,-6.1181,-5.875,-5.2601,-6.0536,-6.7438,-6.5327,-6.2106,-6.2373,-6.2734,-5.9116,-4.7901,-5.6686,-6.4587,-6.2489,-5.9139,-5.6228,-5.9779,-5.4315,-4.8687,-5.713,-6.3913,-6.2157,-5.8751,-5.5639,-5.9422,-5.3792,-4.8745,-5.7324,-6.4585,-6.2693,-5.9316,-5.6463,-5.9964,-5.4529,-5.6444,-6.165,-6.8194,-6.4682,-5.9768,-5.7115,-6.2666,-5.5127,-6.1759,-6.4892,-7.0034,-6.6919,-6.3878,-6.6256,-6.4679,-6.1804
26,Forest1,35,912.32,922.32,-3.8738,-4.9171,-5.9502,-6.0004,-5.7289,-5.5762,-5.586,-5.3294,-4.1432,-5.132,-5.9814,-5.9032,-5.5225,-5.3835,-5.5858,-5.1332,-4.0283,-5.0484,-6.001,-5.982,-5.651,-5.5101,-5.6201,-5.2598,-4.9988,-5.7295,-6.5109,-6.4935,-6.3009,-6.3999,-6.1369,-6.0366,-4.6206,-5.4709,-6.4371,-6.215,-6.0773,-6.2772,-5.9441,-5.8523,-4.7605,-5.5747,-6.4705,-6.3253,-6.1691,-6.331,-6.0249,-5.93,-4.83,-5.7935,-6.6321,-6.557,-6.3147,-6.2865,-6.2147,-5.9876,-4.2711,-5.2633,-6.2374,-6.2344,-5.8563,-5.6272,-5.8524,-5.4084,-4.3291,-5.2669,-6.2398,-6.1961,-5.7883,-5.6443,-5.8419,-5.3939,-4.3499,-5.3144,-6.2837,-6.2527,-5.8697,-5.6891,-5.8885,-5.4527,-4.7582,-5.598,-6.5691,-6.4807,-5.9873,-5.8178,-6.1459,-5.5815,-5.0758,-5.8168,-6.6891,-6.5582,-6.4489,-6.6145,-6.2475,-6.2127
26,HighStress_HighCog1022_Task,1,1062.848,1072.848,-3.663,-4.7453,-5.9704,-5.9839,-5.6806,-5.4669,-5.6168,-5.2405,-3.6729,-4.7506,-5.9808,-5.9191,-5.4874,-5.273,-5.5782,-5.0575,-3.7032,-4.7835,-6.0087,-5.9849,-5.6121,-5.4008,-5.6311,-5.18,-4.2696,-5.3497,-6.5146,-6.4548,-6.2866,-6.3629,-6.1349,-6.0102,-4.2947,-5.4114,-6.6434,-6.3946,-6.2083,-6.2964,-6.1516,-5.9371,-4.2826,-5.3811,-6.5776,-6.4221,-6.2436,-6.3266,-6.1436,-5.9702,-4.5011,-5.5571,-6.6343,-6.5185,-6.3046,-6.2722,-6.2146,-5.9741,-3.9001,-4.9312,-6.1748,-6.1864,-5.8725,-5.5546,-5.8208,-5.3715,-3.733,-4.7907,-6.0845,-6.0871,-5.7701,-5.5365,-5.722,-5.325,-3.8586,-4.9056,-6.1756,-6.1789,-5.8672,-5.5998,-5.8153,-5.4001,-3.9858,-5.0575,-6.2929,-6.2519,-5.9571,-5.77,-5.9183,-5.5381,-4.3781,-5.471,-6.5918,-6.6337,-6.5052,-6.6094,-6.254,-6.2436
26,HighStress_HighCog1022_Task,2,1067.848,1077.848,-3.4438,-4.3776,-5.773,-5.9039,-5.6123,-5.4826,-5.4778,-5.2308,-3.4286,-4.3811,-5.8697,-5.6589,-5.3233,-5.3282,-5.395,-5.0154,-3.4729,-4.4149,-5.8558,-5.7999,-5.4823,-5.4393,-5.4707,-5.1494,-4.0939,-4.9955,-6.5152,-6.3273,-6.1235,-6.3292,-6.0548,-5.9045,-4.1243,-5.0413,-6.5079,-6.2247,-6.036,-6.2085,-5.9976,-5.8039,-4.1096,-5.019,-6.5113,-6.2703,-6.0753,-6.2616,-6.0238,-5.8487,-4.3045,-5.2189,-6.5611,-6.3991,-6.1783,-6.2862,-6.1236,-5.9185,-3.6846,-4.574,-6.0455,-6.1207,-5.7792,-5.6273,-5.7289,-5.3846,-3.5148,-4.4315,-6.0069,-5.9709,-5.6449,-5.5723,-5.6257,-5.2972,-3.642,-4.5474,-6.075,-6.0835,-5.7545,-5.6516,-5.7209,-5.3891,-3.8043,-4.7055,-6.2504,-6.1557,-5.8628,-5.8089,-5.8436,-5.5249,-4.2254,-5.1082,-6.6327,-6.4884,-6.3279,-6.5255,-6.1976,-6.1043
26,HighStress_HighCog1022_Task,3,1072.848,1082.848,-3.4754,-4.3496,-5.6555,-5.6596,-5.5353,-5.5683,-5.2979,-5.2381,-3.4934,-4.3915,-5.7822,-5.5832,-5.3149,-5.354,-5.3115,-5.022,-3.5226,-4.4063,-5.7528,-5.6567,-5.4495,-5.4883,-5.3422,-5.156,-4.2357,-5.0132,-6.4909,-6.2396,-6.1247,-6.3461,-5.9777,-5.9113,-4.2231,-5.0439,-6.4237,-6.1106,-5.9367,-6.1755,-5.8877,-5.7295,-4.229,-5.0291,-6.4543,-6.1669,-6.0157,-6.2481,-5.928,-5.8063,-4.3554,-5.2057,-6.5167,-6.2844,-6.126,-6.3086,-6.0341,-5.8965,-3.7432,-4.5717,-5.9564,-5.946,-5.735,-5.7308,-5.5881,-5.4185,-3.6139,-4.4408,-5.9923,-5.8421,-5.5763,-5.6217,-5.5418,-5.2856,-3.7245,-4.5516,-6.0235,-5.9356,-5.6962,-5.7237,-5.6112,-5.3963,-3.9534,-4.7271,-6.3257,-6.0743,-5.8136,-5.8887,-5.8173,-5.5384,-4.3795,-5.1326,-6.6248,-6.4264,-6.2997,-6.5158,-6.1472,-6.0844
26,HighStress_HighCog1022_Task,4,1077.848,1087.848,-3.954,-4.6102,-5.9399,-5.7156,-5.5922,-5.6555,-5.439,-5.3039,-3.8607,-4.4877,-5.9852,-5.8383,-5.3552,-5.3269,-5.5436,-5.0235,-3.9441,-4.5811,-5.9998,-5.8078,-5.4964,-5.5017,-5.5246,-5.1813,-4.708,-5.1729,-6.6469,-6.3593,-6.1648,-6.4065,-6.1093,-5.9567,-4.6934,-5.2395,-6.6461,-6.1445,-6.0345,-6.253,-5.9764,-5.8173,-4.7002,-5.2067,-6.6465,-6.2332,-6.0914,-6.319,-6.0343,-5.8778,-4.7794,-5.3817,-6.7185,-6.3402,-6.1855,-6.3512,-6.1304,-5.947,-4.1946,-4.7672,-6.2124,-6.0261,-5.7798,-5.7513,-5.7336,-5.4467,-4.0885,-4.606,-6.2294,-5.9854,-5.6096,-5.6327,-5.7188,-5.3022,-4.1884,-4.7293,-6.2705,-6.0462,-5.7342,-5.7392,-5.7709,-5.4181,-4.4575,-4.9006,-6.5628,-6.1459,-5.865,-5.9353,-5.9393,-5.5816,-4.8772,-5.3192,-6.8234,-6.4832,-6.3817,-6.6039,-6.2596,-6.1651
26,HighStress_HighCog1022_Task,5,1082.848,1092.848,-3.7922,-4.5009,-5.7857,-5.7254,-5.6146,-5.7073,-5.3782,-5.3448,-3.6361,-4.4267,-5.8174,-5.702,-5.2881,-5.3638,-5.4007,-5.0104,-3.7459,-4.4987,-5.8396,-5.7495,-5.4595,-5.543,-5.4263,-5.1854,-4.4596,-5.1016,-6.5314,-6.3086,-6.0703,-6.4256,-6.0409,-5.9011,-4.4814,-5.1727,-6.4939,-6.1617,-5.9751,-6.2321,-5.9462,-5.7758,-4.4709,-5.1376,-6.5113,-6.2252,-6.0176,-6.3132,-5.9885,-5.8307,-4.596,-5.3085,-6.5485,-6.3239,-6.1362,-6.3909,-6.0595,-5.9345,-4.0072,-4.6812,-6.072,-5.989,-5.7611,-5.7867,-5.6555,-5.4605,-3.8328,-4.5258,-6.0137,-5.9477,-5.623,-5.6438,-5.6068,-5.3173,-3.9611,-4.6469,-6.0894,-6.0106,-5.7312,-5.7612,-5.676,-5.4312,-4.1949,-4.8181,-6.336,-6.1354,-5.8584,-5.9704,-5.8483,-5.5922,-4.6279,-5.2376,-6.7001,-6.462,-6.3039,-6.6148,-6.1977,-6.1188
26,HighStress_HighCog1022_Task,6,1087.848,1097.848,-3.6926,-5.0071,-5.9771,-5.5449,-5.5859,-5.6535,-5.3639,-5.3089,-3.7464,-4.9342,-5.8595,-5.5436,-5.3401,-5.3218,-5.3263,-5.021,-3.7588,-5.0075,-5.9512,-5.5745,-5.4848,-5.4968,-5.3771,-5.181,-4.6116,-5.691,-6.4555,-5.9298,-6.2109,-6.3084,-5.781,-5.9449,-4.565,-5.5691,-6.4591,-5.7088,-6.0256,-6.1279,-5.616,-5.7643,-4.5864,-5.6226,-6.4574,-5.7997,-6.1037,-6.2042,-5.6864,-5.8406,-4.5915,-5.7499,-6.5403,-5.9523,-6.2211,-6.2994,-5.8156,-5.9479,-3.9874,-5.1843,-6.2217,-5.7401,-5.7451,-5.7639,-5.5715,-5.4449,-3.9116,-5.0832,-6.1801,-5.7138,-5.6526,-5.5985,-5.5437,-5.3153,-3.999,-5.1807,-6.2411,-5.7635,-5.7441,-5.7233,-5.5957,-5.4241,-4.3151,-5.439,-6.3659,-5.8562,-5.9432,-5.9512,-5.6948,-5.6347,-4.7693,-5.8672,-6.7102,-6.0593,-6.3909,-6.5049,-5.9358,-6.1332
26,HighStress_HighCog1022_Task,7,1092.848,1102.848,-3.6897,-4.8526,-5.9449,-5.5687,-5.6252,-5.6714,-5.3647,-5.3366,-3.538,-4.7656,-6.0397,-5.5416,-5.3653,-5.3107,-5.3729,-5.0289,-3.6464,-4.8442,-6.0249,-5.584,-5.5153,-5.4953,-5.3998,-5.196,-4.3762,-5.49,-6.5097,-5.9161,-6.2821,-6.3282,-5.7786,-5.9904,-4.4109,-5.4387,-6.5387,-5.7146,-6.1162,-6.2098,-5.6292,-5.8507,-4.3941,-5.4622,-6.5247,-5.7986,-6.187,-6.2619,-5.6936,-5.9113,-4.4877,-5.6316,-6.6375,-5.9606,-6.2997,-6.3179,-5.838,-5.9966,-3.9101,-4.9978,-6.1243,-5.7471,-5.7839,-5.7734,-5.5467,-5.4647,-3.7656,-4.8758,-6.1332,-5.6967,-5.6628,-5.6249,-5.5189,-5.3323,-3.8819,-4.9835,-6.1777,-5.7579,-5.7683,-5.7421,-5.5734,-5.4427,-4.1455,-5.1982,-6.2902,-5.83,-6.008,-5.9736,-5.6581,-5.6766,-4.5631,-5.6333,-6.6966,-6.0344,-6.438,-6.5738,-5.9087,-6.189
26,HighStress_HighCog1022_Task,8,1097.848,1107.848,-3.6703,-4.5927,-5.8202,-5.784,-5.7497,-5.7519,-5.4298,-5.4346,-3.4842,-4.5978,-5.8668,-5.6277,-5.4192,-5.4359,-5.3581,-5.1188,-3.607,-4.6325,-5.8807,-5.7327,-5.5929,-5.6063,-5.4283,-5.2884,-4.3539,-5.3002,-6.5076,-6.1142,-6.2907,-6.4207,-5.9221,-6.0342,-4.36,-5.3019,-6.5227,-6.0417,-6.2082,-6.2937,-5.8782,-5.9353,-4.3571,-5.3011,-6.5155,-6.0745,-6.2453,-6.3493,-5.8985,-5.9794,-4.4499,-5.4518,-6.6117,-6.2581,-6.3433,-6.3998,-6.0439,-6.0568,-3.9038,-4.7995,-6.0148,-5.9745,-5.9419,-5.8575,-5.6328,-5.5787,-3.7441,-4.6696,-5.9742,-5.8401,-5.7406,-5.7203,-5.5429,-5.4153,-3.866,-4.7807,-6.0449,-5.9426,-5.8779,-5.8323,-5.6312,-5.5379,-4.1364,-4.9762,-6.2629,-6.0605,-6.0265,-6.0209,-5.8001,-5.7061,-4.57,-5.4174,-6.7019,-6.3444,-6.5109,-6.6607,-6.1372,-6.2652
