pid,event_label,window_idx,window_start,window_end,FrontalLeft_Delta,FrontalLeft_Theta,FrontalLeft_LowAlpha,FrontalLeft_HighAlpha,FrontalLeft_LowBeta,FrontalLeft_HighBeta,FrontalLeft_Alpha,FrontalLeft_Beta,FrontalRight_Delta,FrontalRight_Theta,FrontalRight_LowAlpha,FrontalRight_HighAlpha,FrontalRight_LowBeta,FrontalRight_HighBeta,FrontalRight_Alpha,FrontalRight_Beta,OverallFrontal_Delta,OverallFrontal_Theta,OverallFrontal_LowAlpha,OverallFrontal_HighAlpha,OverallFrontal_LowBeta,OverallFrontal_HighBeta,OverallFrontal_Alpha,OverallFrontal_Beta,TemporalLeft_Delta,TemporalLeft_Theta,TemporalLeft_LowAlpha,TemporalLeft_HighAlpha,TemporalLeft_LowBeta,TemporalLeft_HighBeta,TemporalLeft_Alpha,TemporalLeft_Beta,TemporalRight_Delta,TemporalRight_Theta,TemporalRight_LowAlpha,TemporalRight_HighAlpha,TemporalRight_LowBeta,TemporalRight_HighBeta,TemporalRight_Alpha,TemporalRight_Beta,Temporal_Delta,Temporal_Theta,Temporal_LowAlpha,Temporal_HighAlpha,Temporal_LowBeta,Temporal_HighBeta,Temporal_Alpha,Temporal_Beta,Central_Delta,Central_Theta,Central_LowAlpha,Central_HighAlpha,Central_LowBeta,Central_HighBeta,Central_Alpha,Central_Beta,ParietalLeft_Delta,ParietalLeft_Theta,ParietalLeft_LowAlpha,ParietalLeft_HighAlpha,ParietalLeft_LowBeta,ParietalLeft_HighBeta,ParietalLeft_Alpha,ParietalLeft_Beta,ParietalRight_Delta,ParietalRight_Theta,ParietalRight_LowAlpha,ParietalRight_HighAlpha,ParietalRight_LowBeta,ParietalRight_HighBeta,ParietalRight_Alpha,ParietalRight_Beta,Parietal_Delta,Parietal_Theta,Parietal_LowAlpha,Parietal_HighAlpha,Parietal_LowBeta,Parietal_HighBeta,Parietal_Alpha,Parietal_Beta,Occipital_Delta,Occipital_Theta,Occipital_LowAlpha,Occipital_HighAlpha,Occipital_LowBeta,Occipital_HighBeta,Occipital_Alpha,Occipital_Beta,FrontalMidline_Delta,FrontalMidline_Theta,FrontalMidline_LowAlpha,FrontalMidline_HighAlpha,FrontalMidline_LowBeta,FrontalMidline_HighBeta,FrontalMidline_Alpha,FrontalMidline_Beta
26,HighStress_LowCog_Task,33,1997.288,2007.288,-3.5751,-4.6833,-5.982,-5.8053,-5.5836,-5.6362,-5.5113,-5.2949,-3.4816,-4.618,-5.638,-5.6995,-5.5031,-5.3758,-5.2847,-5.1191,-3.5622,-4.6859,-5.8144,-5.784,-5.5784,-5.526,-5.4196,-5.2363,-4.1916,-5.3396,-6.4659,-6.3478,-6.1878,-6.3299,-6.0293,-5.9424,-4.2133,-5.3164,-6.4826,-6.2622,-6.0849,-6.1899,-5.9918,-5.8243,-4.2029,-5.3272,-6.4746,-6.3006,-6.1306,-6.2506,-6.0091,-5.8763,-4.3915,-5.5012,-6.5325,-6.3598,-6.2095,-6.309,-6.0703,-5.9435,-3.7313,-4.8657,-6.0977,-6.0143,-5.7625,-5.7407,-5.677,-5.4333,-3.5603,-4.7073,-5.9406,-5.8598,-5.7318,-5.6589,-5.5183,-5.3766,-3.6882,-4.8304,-6.0595,-5.9736,-5.7931,-5.748,-5.6361,-5.4525,-3.883,-5.0233,-6.2714,-6.128,-5.9059,-5.9692,-5.8243,-5.6213,-4.2951,-5.426,-6.6181,-6.4393,-6.3404,-6.4531,-6.1484,-6.0817
26,HighStress_LowCog_Task,34,2002.288,2012.288,-3.8245,-4.6803,-6.0367,-5.6968,-5.5656,-5.5171,-5.478,-5.2215,-3.6627,-4.5736,-5.5472,-5.5616,-5.4255,-5.3364,-5.1774,-5.0641,-3.7715,-4.6603,-5.7632,-5.6572,-5.5273,-5.4575,-5.3373,-5.1747,-4.4259,-5.2954,-6.3208,-6.2027,-6.1259,-6.3508,-5.8869,-5.9102,-4.4287,-5.3216,-6.3423,-5.9924,-6.0583,-6.1579,-5.7832,-5.7947,-4.4274,-5.309,-6.332,-6.0796,-6.089,-6.2388,-5.8293,-5.8456,-4.5924,-5.4794,-6.4916,-6.1858,-6.1746,-6.2587,-5.9554,-5.8983,-3.9822,-4.8512,-6.0795,-5.8881,-5.7348,-5.6426,-5.6069,-5.3644,-3.8147,-4.6977,-5.8817,-5.7466,-5.6812,-5.6108,-5.4357,-5.3225,-3.9396,-4.8181,-6.0164,-5.8534,-5.7551,-5.679,-5.5573,-5.3936,-4.1569,-5.0227,-6.2025,-5.9864,-5.8497,-5.8836,-5.7156,-5.5466,-4.4542,-5.411,-6.5262,-6.2451,-6.3221,-6.475,-6.0054,-6.0835
26,HighStress_LowCog_Task,35,2007.288,2017.288,-3.9342,-4.9236,-6.1148,-5.7484,-5.667,-5.4575,-5.5559,-5.2267,-3.6711,-4.7759,-5.9218,-5.6727,-5.4064,-5.3457,-5.4227,-5.0504,-3.8185,-4.8791,-6.0439,-5.7368,-5.5548,-5.4383,-5.5156,-5.1688,-4.4573,-5.4234,-6.6523,-6.0817,-6.1569,-6.3301,-5.9467,-5.9178,-4.4847,-5.4678,-6.5686,-5.8766,-6.0679,-6.1533,-5.7689,-5.7939,-4.4715,-5.4462,-6.6063,-5.9619,-6.1078,-6.2282,-5.8442,-5.8482,-4.6598,-5.6467,-6.6112,-6.0531,-6.1817,-6.2375,-5.9071,-5.8918,-4.0499,-5.0321,-6.2408,-5.8689,-5.7622,-5.5663,-5.6674,-5.3332,-3.8532,-4.8948,-6.091,-5.8066,-5.6799,-5.5646,-5.5729,-5.2957,-3.9899,-5.0081,-6.2062,-5.8749,-5.7652,-5.6188,-5.659,-5.3645,-4.1748,-5.2098,-6.3476,-5.8991,-5.8523,-5.8625,-5.7257,-5.5391,-4.5044,-5.5696,-6.7707,-6.1554,-6.3453,-6.4746,-6.0362,-6.0908
26,Forest3,1,2253.36,2263.36,-3.7758,-4.8621,-6.2166,-5.9949,-5.6711,-5.4416,-5.7172,-5.2262,-3.8995,-5.2925,-6.1267,-5.975,-5.541,-5.3221,-5.6593,-5.1009,-3.8699,-5.0632,-6.2058,-6.0161,-5.6364,-5.4185,-5.7212,-5.1978,-4.532,-5.8386,-6.736,-6.4153,-6.1951,-6.3848,-6.1897,-5.9677,-4.5198,-5.6675,-6.7461,-6.2993,-5.9539,-6.204,-6.1025,-5.7495,-4.5256,-5.7402,-6.7413,-6.3505,-6.0518,-6.2804,-6.1417,-5.8394,-4.6697,-5.8111,-6.8562,-6.5899,-6.1634,-6.1846,-6.3368,-5.8588,-4.0224,-5.1883,-6.3823,-6.1763,-5.8225,-5.4929,-5.8904,-5.3118,-3.8918,-5.174,-6.2886,-6.1573,-5.7276,-5.495,-5.8394,-5.2781,-4.0033,-5.2323,-6.3817,-6.2077,-5.816,-5.5488,-5.9087,-5.3456,-4.1991,-5.4861,-6.6043,-6.368,-5.8753,-5.7366,-6.1144,-5.4806,-4.6202,-5.8472,-6.9492,-6.5346,-6.311,-6.509,-6.3357,-6.0867
26,Forest3,2,2258.36,2268.36,-4.3668,-5.2896,-6.1165,-6.0644,-5.5563,-5.5205,-5.7028,-5.2242,-4.2497,-5.213,-6.0975,-5.829,-5.4196,-5.3763,-5.5561,-5.0805,-4.3466,-5.2906,-6.1451,-5.9642,-5.5178,-5.4829,-5.6587,-5.1845,-5.293,-6.1148,-6.7186,-6.2858,-6.1034,-6.3785,-6.066,-5.9072,-5.144,-5.9837,-6.6763,-6.3135,-5.8642,-6.2616,-6.072,-5.7081,-5.2083,-6.0409,-6.6958,-6.3002,-5.9614,-6.3131,-6.0692,-5.7912,-5.1848,-6.0493,-6.832,-6.514,-6.0803,-6.2831,-6.2612,-5.8549,-4.6897,-5.5684,-6.3974,-6.2171,-5.7204,-5.6669,-5.9072,-5.3769,-4.6393,-5.5875,-6.414,-6.1452,-5.6627,-5.5969,-5.8771,-5.3106,-4.7125,-5.6247,-6.4513,-6.2202,-5.7348,-5.6831,-5.935,-5.3912,-5.2677,-6.0421,-6.7717,-6.3818,-5.748,-5.8858,-6.1556,-5.488,-5.685,-6.4101,-6.9949,-6.5568,-6.1929,-6.5394,-6.3438,-6.0191
26,Forest3,3,2263.36,2273.36,-4.1284,-5.088,-5.9443,-5.9187,-5.5728,-5.55,-5.5672,-5.2465,-4.0902,-5.1066,-6.0234,-5.9474,-5.4617,-5.4051,-5.6096,-5.1205,-4.1518,-5.1391,-6.0217,-5.9665,-5.5494,-5.5113,-5.6247,-5.2169,-5.239,-6.0653,-6.7702,-6.3557,-6.1657,-6.367,-6.1586,-5.9449,-4.9786,-5.8573,-6.5948,-6.3673,-5.9158,-6.2776,-6.1067,-5.751,-5.083,-5.9437,-6.6692,-6.3618,-6.0166,-6.3177,-6.1306,-5.8322,-4.9922,-5.9083,-6.7294,-6.5065,-6.1209,-6.2867,-6.2437,-5.8845,-4.5137,-5.4512,-6.2883,-6.1565,-5.7582,-5.6957,-5.8534,-5.4128,-4.496,-5.4505,-6.3015,-6.1653,-5.7013,-5.6583,-5.8601,-5.3667,-4.5542,-5.4986,-6.3406,-6.2029,-5.772,-5.7293,-5.9005,-5.4374,-5.2117,-5.9751,-6.7188,-6.3955,-5.8099,-5.9106,-6.173,-5.5363,-5.6706,-6.4104,-6.9856,-6.5743,-6.2492,-6.4961,-6.3842,-6.0451
26,Forest3,4,2268.36,2278.36,-3.6245,-4.8122,-6.1142,-5.8999,-5.5992,-5.5274,-5.6413,-5.2485,-3.9497,-4.9664,-6.0141,-5.8673,-5.5057,-5.3891,-5.5738,-5.1298,-3.7979,-4.9233,-6.0998,-5.92,-5.5852,-5.4933,-5.6438,-5.2233,-4.7764,-5.7978,-6.7301,-6.4555,-6.1178,-6.4088,-6.2171,-5.9291,-4.5262,-5.659,-6.6558,-6.3541,-5.95,-6.322,-6.123,-5.7855,-4.6272,-5.7193,-6.6894,-6.3992,-6.0215,-6.361,-6.165,-5.8477,-4.616,-5.7034,-6.7826,-6.4693,-6.1108,-6.2954,-6.2476,-5.8826,-4.027,-5.1756,-6.3813,-6.1315,-5.7919,-5.646,-5.8874,-5.4001,-4.0177,-5.1356,-6.2872,-6.0647,-5.7178,-5.6656,-5.8081,-5.3751,-4.0732,-5.2048,-6.3772,-6.1401,-5.7928,-5.7093,-5.8901,-5.4349,-4.4441,-5.5868,-6.6921,-6.404,-5.8333,-5.8535,-6.1738,-5.527,-4.8579,-6.0197,-6.9724,-6.6756,-6.2598,-6.5484,-6.45,-6.0709
26,Forest3,5,2273.36,2283.36,-3.6776,-4.8675,-6.1997,-5.9993,-5.623,-5.6001,-5.7279,-5.2988,-4.1179,-5.1624,-6.13,-5.9358,-5.5712,-5.3846,-5.657,-5.1518,-3.884,-5.0308,-6.2009,-6.0033,-5.6315,-5.52,-5.7282,-5.2576,-4.834,-5.928,-6.8085,-6.5522,-6.1686,-6.4832,-6.2999,-5.9871,-4.5729,-5.7338,-6.7543,-6.4244,-5.9917,-6.3332,-6.2001,-5.8198,-4.6775,-5.8151,-6.7791,-6.4803,-6.0666,-6.3978,-6.2445,-5.8911,-4.6942,-5.8133,-6.9011,-6.5648,-6.1389,-6.3371,-6.3439,-5.9162,-4.0787,-5.2358,-6.4811,-6.2542,-5.8064,-5.6645,-5.9936,-5.4162,-4.08,-5.2371,-6.4403,-6.1505,-5.808,-5.6396,-5.9136,-5.4023,-4.1306,-5.2871,-6.5046,-6.2412,-5.8491,-5.7059,-5.9946,-5.4583,-4.4634,-5.6405,-6.802,-6.4942,-5.8701,-5.8506,-6.2674,-5.5444,-4.8668,-6.0813,-6.9975,-6.7683,-6.3038,-6.632,-6.5122,-6.1277
26,Forest3,6,2278.36,2288.36,-4.6678,-5.5539,-6.4397,-6.1141,-5.5751,-5.6221,-5.8727,-5.2823,-4.7719,-5.5881,-6.4124,-6.1273,-5.5758,-5.4365,-5.8693,-5.1835,-4.7584,-5.6112,-6.4625,-6.1538,-5.6095,-5.5599,-5.9058,-5.2676,-5.6866,-6.3815,-7.0354,-6.5012,-6.1128,-6.4294,-6.3333,-5.9325,-5.4889,-6.2322,-6.8991,-6.4896,-5.9312,-6.2899,-6.2771,-5.7647,-5.5715,-6.2966,-6.9584,-6.4951,-6.0079,-6.3505,-6.3028,-5.8362,-5.5422,-6.3177,-7.1221,-6.6076,-6.0771,-6.3027,-6.4249,-5.8634,-5.042,-5.8685,-6.6977,-6.3634,-5.8125,-5.6556,-6.1266,-5.4112,-5.067,-5.88,-6.7158,-6.336,-5.8015,-5.6422,-6.1072,-5.3988,-5.1032,-5.9198,-6.7497,-6.3842,-5.8449,-5.703,-6.1545,-5.4526,-5.6079,-6.3119,-7.0486,-6.5037,-5.8214,-5.8347,-6.3353,-5.5092,-5.976,-6.6717,-7.2131,-6.7401,-6.2309,-6.6052,-6.5609,-6.0702
26,Forest3,7,2283.36,2293.36,-4.0975,-5.2006,-6.3111,-5.976,-5.5468,-5.4434,-5.7358,-5.1798,-3.8821,-5.3001,-6.2594,-5.9948,-5.4984,-5.4433,-5.7288,-5.1585,-4.0157,-5.2861,-6.3226,-6.0196,-5.5553,-5.4838,-5.7683,-5.2063,-4.7479,-5.9412,-6.975,-6.4044,-6.0023,-6.3607,-6.251,-5.8362,-4.7662,-5.9686,-6.8388,-6.4372,-5.8989,-6.2638,-6.2227,-5.7354,-4.7574,-5.9554,-6.898,-6.4214,-5.9449,-6.307,-6.2359,-5.7803,-4.8653,-6.0336,-6.9874,-6.5151,-6.0367,-6.2592,-6.3245,-5.8231,-4.2935,-5.4863,-6.608,-6.2352,-5.7592,-5.5997,-6.0092,-5.3568,-4.1545,-5.4824,-6.578,-6.2308,-5.7249,-5.6573,-5.9944,-5.3745,-4.2681,-5.5325,-6.6361,-6.2666,-5.7819,-5.6815,-6.0393,-5.4136,-4.5507,-5.843,-6.9556,-6.436,-5.7752,-5.8157,-6.2602,-5.4776,-4.9338,-6.1619,-7.1671,-6.6521,-6.1523,-6.5309,-6.4855,-5.9941
26,Forest3,8,2288.36,2298.36,-4.0905,-5.2162,-6.4457,-6.042,-5.6258,-5.4302,-5.8216,-5.2007,-3.8612,-5.3013,-6.2879,-5.9812,-5.5149,-5.3843,-5.7265,-5.1294,-4.0002,-5.2951,-6.3963,-6.0468,-5.6036,-5.4477,-5.8083,-5.203,-4.7444,-5.9374,-6.9706,-6.5109,-6.2105,-6.407,-6.3313,-5.9864,-4.7706,-5.9849,-6.9058,-6.45,-6.0685,-6.2875,-6.2648,-5.8553,-4.758,-5.9618,-6.9353,-6.4778,-6.13,-6.3401,-6.295,-5.9125,-4.8417,-6.0177,-7.0066,-6.5573,-6.1964,-6.2581,-6.3706,-5.9136,-4.2902,-5.5034,-6.7223,-6.2835,-5.8083,-5.6172,-6.0764,-5.3844,-4.1462,-5.4927,-6.6212,-6.2496,-5.7698,-5.5833,-6.0267,-5.3459,-4.2619,-5.5463,-6.7089,-6.2993,-5.8344,-5.6538,-6.0873,-5.4156,-4.5528,-5.8377,-6.9633,-6.5251,-5.899,-5.7855,-6.3341,-5.518,-4.9401,-6.1582,-7.1452,-6.7726,-6.362,-6.5756,-6.5666,-6.1456
26,Forest3,9,2293.36,2303.36,-4.7672,-5.7144,-6.6117,-6.1887,-5.6359,-5.5792,-5.9743,-5.2882,-4.6805,-5.6631,-6.5841,-6.1013,-5.5295,-5.3973,-5.9045,-5.137,-4.7638,-5.7262,-6.6315,-6.1769,-5.6166,-5.5199,-5.9724,-5.2456,-5.6504,-6.2889,-7.0336,-6.578,-6.2857,-6.485,-6.396,-6.0591,-5.544,-6.3023,-7.1074,-6.4434,-6.0707,-6.3627,-6.3123,-5.8846,-5.5912,-6.2959,-7.0709,-6.502,-6.1595,-6.4164,-6.3499,-5.9586,-5.511,-6.3205,-7.1466,-6.6013,-6.2295,-6.3419,-6.4412,-5.9695,-5.1248,-6.0012,-6.8519,-6.4086,-5.8403,-5.7373,-6.2034,-5.4684,-5.09,-5.9906,-6.8719,-6.3744,-5.8434,-5.6729,-6.193,-5.4313,-5.1541,-6.0402,-6.8988,-6.4209,-5.8856,-5.7575,-6.2309,-5.499,-5.6885,-6.2772,-7.0784,-6.5566,-5.9061,-5.9114,-6.3879,-5.5821,-6.058,-6.5772,-7.2453,-6.7997,-6.3978,-6.6561,-6.6127,-6.1967
26,Forest3,10,2298.36,2308.36,-4.7073,-5.5971,-6.4637,-6.0826,-5.6852,-5.5366,-5.8766,-5.2805,-4.7354,-5.6798,-6.6017,-6.149,-5.5756,-5.4267,-5.9563,-5.1729,-4.763,-5.675,-6.5614,-6.1448,-5.6631,-5.5189,-5.9464,-5.2623,-5.6721,-6.2885,-6.9448,-6.4219,-6.2412,-6.4726,-6.268,-6.026,-5.499,-6.1847,-6.9084,-6.3561,-6.0741,-6.2955,-6.2076,-5.8603,-5.5725,-6.2308,-6.9253,-6.386,-6.1453,-6.3705,-6.2352,-5.931,-5.5701,-6.3012,-7.0589,-6.5471,-6.2237,-6.3446,-6.3837,-5.9666,-5.0738,-5.9264,-6.7034,-6.3144,-5.8197,-5.7211,-6.1129,-5.4512,-5.1009,-5.9489,-6.7963,-6.323,-5.8053,-5.6807,-6.1404,-5.4216,-5.1352,-5.9818,-6.7859,-6.3526,-5.8567,-5.753,-6.162,-5.4851,-5.6563,-6.2558,-6.9859,-6.4205,-5.8785,-5.8725,-6.2697,-5.5529,-6.0245,-6.5456,-7.189,-6.6304,-6.3849,-6.601,-6.4824,-6.1661
26,Forest3,11,2303.36,2313.36,-4.003,-5.4424,-6.1947,-6.0487,-5.7415,-5.5011,-5.7615,-5.2851,-4.0936,-5.5032,-6.397,-6.1043,-5.5964,-5.3775,-5.8552,-5.1564,-4.0842,-5.5112,-6.3238,-6.1046,-5.6994,-5.476,-5.8397,-5.2555,-4.8117,-6.1748,-7.1321,-6.3656,-6.2164,-6.437,-6.2596,-6.0024,-4.7786,-6.0325,-6.8115,-6.3147,-6.1722,-6.2851,-6.1515,-5.9118,-4.794,-6.0941,-6.9349,-6.338,-6.1926,-6.3505,-6.1994,-5.9524,-4.9023,-6.124,-6.9415,-6.5262,-6.2417,-6.315,-6.3358,-5.9623,-4.2901,-5.7517,-6.4852,-6.2367,-5.8548,-5.6246,-5.9881,-5.4044,-4.2038,-5.7611,-6.5946,-6.2498,-5.7902,-5.6003,-6.0312,-5.3674,-4.2956,-5.7995,-6.5796,-6.2803,-5.8683,-5.6661,-6.0487,-5.4369,-4.5639,-6.1295,-6.9147,-6.3768,-5.9119,-5.8334,-6.2224,-5.5529,-4.9339,-6.4623,-7.2879,-6.5531,-6.4424,-6.6118,-6.4518,-6.2076
26,Forest3,12,2308.36,2318.36,-3.961,-5.4865,-6.1676,-6.1262,-5.7294,-5.5664,-5.7925,-5.321,-4.0116,-5.43,-6.3166,-6.18,-5.5233,-5.3953,-5.8758,-5.1345,-4.0233,-5.4972,-6.2745,-6.1818,-5.6507,-5.5133,-5.8662,-5.2569,-4.721,-6.1366,-6.8768,-6.5095,-6.1553,-6.3839,-6.3042,-5.9384,-4.7177,-6.028,-6.7997,-6.3721,-6.1289,-6.3266,-6.1784,-5.9027,-4.7192,-6.0761,-6.8345,-6.4318,-6.1412,-6.3528,-6.2335,-5.9192,-4.8415,-6.0976,-6.8856,-6.5913,-6.2013,-6.3236,-6.3587,-5.9405,-4.2328,-5.7936,-6.425,-6.2816,-5.8016,-5.6513,-5.9926,-5.3994,-4.1256,-5.7378,-6.528,-6.3201,-5.7294,-5.6446,-6.0562,-5.3686,-4.2263,-5.8034,-6.5152,-6.3407,-5.8119,-5.7015,-6.0644,-5.4349,-4.4767,-6.1528,-6.9332,-6.4782,-5.8277,-5.8987,-6.3014,-5.5444,-4.8402,-6.4848,-7.1603,-6.6452,-6.3917,-6.6035,-6.4867,-6.1715
26,Forest3,13,2313.36,2323.36,-4.1279,-5.1089,-6.2559,-5.9948,-5.6655,-5.5327,-5.7425,-5.2789,-4.3171,-5.3595,-6.2378,-6.0205,-5.5178,-5.4202,-5.7523,-5.1468,-4.2505,-5.2549,-6.2834,-6.0367,-5.6202,-5.5129,-5.7796,-5.2457,-4.9975,-5.9557,-6.784,-6.3692,-6.0944,-6.3443,-6.172,-5.8861,-4.9375,-5.8809,-6.7394,-6.1838,-5.9721,-6.2382,-6.0232,-5.7723,-4.9649,-5.9147,-6.76,-6.2619,-6.0257,-6.2852,-6.0874,-5.8225,-5.0493,-5.9747,-6.8223,-6.4273,-6.1212,-6.268,-6.2231,-5.8737,-4.4662,-5.4403,-6.446,-6.2019,-5.809,-5.6605,-5.941,-5.4171,-4.4123,-5.4086,-6.3902,-6.1491,-5.7414,-5.645,-5.8938,-5.3775,-4.4885,-5.4726,-6.4577,-6.2078,-5.8182,-5.7057,-5.9528,-5.4461,-4.7575,-5.7658,-6.7454,-6.3003,-5.7997,-5.8319,-6.1143,-5.4985,-5.1012,-6.1317,-7.0337,-6.492,-6.2766,-6.527,-6.3296,-6.0714
26,Forest3,14,2318.36,2328.36,-4.0562,-5.0312,-6.212,-5.9291,-5.6426,-5.493,-5.6673,-5.2429,-4.1685,-5.2183,-6.1709,-5.9129,-5.5145,-5.466,-5.6441,-5.1704,-4.1483,-5.1544,-6.2277,-5.9471,-5.6076,-5.5193,-5.6852,-5.2424,-4.965,-5.9307,-6.7054,-6.2339,-6.0726,-6.3795,-6.029,-5.8826,-4.8822,-5.8423,-6.7075,-5.9749,-5.9044,-6.2559,-5.8162,-5.73,-4.9194,-5.882,-6.7065,-6.0788,-5.9761,-6.3101,-5.9042,-5.7957,-4.9697,-5.8876,-6.7958,-6.3412,-6.0811,-6.272,-6.1424,-5.8503,-4.3964,-5.3719,-6.4059,-6.1428,-5.8066,-5.6446,-5.8776,-5.4053,-4.3538,-5.3439,-6.3669,-6.0493,-5.7831,-5.6719,-5.8062,-5.4064,-4.4245,-5.4064,-6.4298,-6.1248,-5.8349,-5.7116,-5.8768,-5.4537,-4.7526,-5.7541,-6.7097,-6.2217,-5.8497,-5.8022,-6.0291,-5.5064,-5.1141,-6.1295,-6.9851,-6.3241,-6.2158,-6.5241,-6.1537,-6.0281
26,Forest3,15,2323.36,2333.36,-4.0264,-5.5459,-6.3416,-6.119,-5.6878,-5.529,-5.8433,-5.2784,-3.7483,-5.563,-6.0705,-6.0519,-5.515,-5.5059,-5.6923,-5.1929,-3.9019,-5.5883,-6.2137,-6.104,-5.6258,-5.5577,-5.7842,-5.2706,-4.4894,-6.0834,-6.3627,-6.2779,-6.0294,-6.4274,-5.945,-5.87,-4.5975,-6.0363,-6.4592,-6.0243,-5.9354,-6.3612,-5.7975,-5.7853,-4.543,-6.058,-6.4108,-6.1264,-5.9774,-6.3913,-5.8612,-5.8234,-4.7456,-6.1951,-6.7034,-6.4366,-6.0869,-6.3253,-6.1845,-5.8747,-4.1004,-5.7429,-6.3712,-6.281,-5.7857,-5.6988,-5.9602,-5.4216,-3.9064,-5.6493,-6.2341,-6.1584,-5.7635,-5.7419,-5.8226,-5.4335,-4.0433,-5.7399,-6.3402,-6.248,-5.8153,-5.7727,-5.9241,-5.4748,-4.2207,-5.8724,-6.4916,-6.2933,-5.8205,-5.836,-6.015,-5.51,-4.6383,-6.2066,-6.6462,-6.3526,-6.2025,-6.6015,-6.0896,-6.0434
26,Forest3,16,2328.36,2338.36,-3.9368,-5.3814,-6.2717,-6.1298,-5.7391,-5.4536,-5.8198,-5.2594,-3.6819,-5.3054,-6.164,-6.0281,-5.5167,-5.4179,-5.7285,-5.1427,-3.8281,-5.379,-6.2505,-6.1023,-5.648,-5.4764,-5.8023,-5.2355,-4.453,-6.0193,-6.825,-6.314,-6.1203,-6.3906,-6.1473,-5.9233,-4.5388,-5.96,-6.7114,-6.1563,-5.9979,-6.2979,-5.9887,-5.8125,-4.496,-5.9871,-6.7615,-6.2239,-6.0516,-6.3393,-6.0567,-5.8615,-4.6774,-6.0834,-6.8369,-6.4539,-6.1664,-6.2859,-6.2521,-5.9081,-4.0473,-5.6227,-6.5052,-6.2711,-5.871,-5.623,-6.0113,-5.4119,-3.861,-5.5299,-6.4079,-6.1962,-5.7811,-5.6193,-5.9217,-5.3744,-3.9946,-5.6204,-6.496,-6.2645,-5.8657,-5.6752,-6.0014,-5.4422,-4.1914,-5.8641,-6.72,-6.3102,-5.8463,-5.8132,-6.1199,-5.5128,-4.6108,-6.1618,-6.9622,-6.4828,-6.2746,-6.5996,-6.2998,-6.0981
26,Forest3,17,2333.36,2343.36,-5.0515,-5.8893,-6.6396,-6.0763,-5.7709,-5.5066,-5.9123,-5.3042,-4.9437,-5.7921,-6.5596,-6.2797,-5.6313,-5.4206,-6.0412,-5.1956,-5.0338,-5.8752,-6.6315,-6.1909,-5.7309,-5.5021,-5.9994,-5.2853,-5.7693,-6.3579,-7.0443,-6.3651,-6.2485,-6.4015,-6.2391,-6.0043,-5.7276,-6.3331,-6.9526,-6.2682,-6.113,-6.2668,-6.1391,-5.871,-5.7468,-6.3447,-6.9936,-6.3114,-6.172,-6.3255,-6.1836,-5.9291,-5.7977,-6.3942,-7.0659,-6.4962,-6.2302,-6.3079,-6.3515,-5.9545,-5.3091,-6.1179,-6.8606,-6.3071,-5.897,-5.6531,-6.149,-5.4432,-5.2617,-6.0917,-6.8146,-6.3398,-5.879,-5.6343,-6.1614,-5.4242,-5.3312,-6.1419,-6.869,-6.3519,-5.9291,-5.6976,-6.1856,-5.483,-5.73,-6.4005,-7.0468,-6.3606,-5.8822,-5.8706,-6.242,-5.5595,-5.9948,-6.654,-7.2399,-6.5342,-6.4132,-6.5753,-6.4075,-6.1765
26,Forest3,18,2338.36,2348.36,-4.9794,-5.9608,-6.6573,-6.1234,-5.6359,-5.6313,-5.9642,-5.3126,-4.8979,-5.806,-6.5236,-6.2013,-5.6102,-5.5057,-5.9646,-5.2364,-4.9769,-5.9141,-6.6175,-6.1861,-5.6564,-5.6037,-5.992,-5.3097,-5.7091,-6.4572,-7.0121,-6.4821,-6.0848,-6.438,-6.3152,-5.9158,-5.737,-6.4134,-6.868,-6.2917,-5.9966,-6.3485,-6.1424,-5.8275,-5.7236,-6.4336,-6.9304,-6.3717,-6.0362,-6.3886,-6.2158,-5.8671,-5.7412,-6.4636,-7.1009,-6.5493,-6.0872,-6.3814,-6.4015,-5.8964,-5.264,-6.1875,-6.8372,-6.373,-5.7363,-5.7871,-6.1951,-5.447,-5.2352,-6.1337,-6.79,-6.3438,-5.7751,-5.8005,-6.151,-5.4701,-5.2967,-6.1962,-6.8506,-6.3862,-5.7954,-5.8447,-6.2042,-5.5039,-5.7201,-6.451,-7.0258,-6.4232,-5.7484,-6.0096,-6.2877,-5.541,-6.0013,-6.7161,-7.1672,-6.5467,-6.2558,-6.5711,-6.4041,-6.0752
