feature,mean_val_Low,mean_val_High,sd_val_Low,sd_val_High,mean_diff,pooled_sd,cohens_d,signal_to_noise
pupil_full_pupil_sd_precond,0.04213768014767116,0.03643088795740246,0.34789460446534715,0.43915108886565785,0.005706792190268699,0.3961592701603695,0.014405297616684644,0.014405297616684644
eeg_p_halpha_power_precond,-0.07586250000000005,-0.07079431818181818,0.30965228786847987,0.4483266097922424,0.005068181818181874,0.38527995563615136,0.013154543193957738,0.013154543193957738
eeg_fr_beta_power_precond,0.0011772727272727844,-0.0033772727272727236,0.4603237265997022,0.21588118897531583,0.004554545454545508,0.3595153828586709,0.012668569056295279,0.012668569056295279
eeg_t_beta_power_precond,-0.02375681818181827,-0.02721931818181821,0.3269270802718047,0.23746361408292196,0.003462499999999938,0.285718641173769,0.012118565263279783,0.012118565263279783
eeg_p_lbeta_power_precond,-0.004311363636363621,-0.00791818181818185,0.28408992280121376,0.3881430988474007,0.0036068181818182292,0.3401192066173731,0.010604570725921466,0.010604570725921466
eeg_t_halpha_power_precond,-0.07186590909090908,-0.06919431818181812,0.36448407747458245,0.31596945813336613,0.0026715909090909568,0.34109041411742314,0.007832500705139253,0.007832500705139253
eeg_tleft_lbeta_power_precond,-0.026761363636363642,-0.028761363636363644,0.33061697929147604,0.2567810975389184,0.0020000000000000018,0.2960102355064026,0.0067565231201498184,0.0067565231201498184
pupil_full_pupil_mean_precond,0.021316111723098153,0.022965116679553105,0.6024820479926644,0.5534147826292721,0.0016490049564549525,0.5784689014052699,0.0028506371776409033,0.0028506371776409033
eeg_c_lbeta_power_precond,-0.03235681818181815,-0.03284545454545454,0.28764100222303945,0.20325703556786656,4.886363636363855e-4,0.2490489597124545,0.0019620092539256234,0.0019620092539256234
eda_pkht_med_precond,0,0,0,0,0,0,NA,NA
imi_competence_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
imi_effort_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
imi_interest_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
imi_pressure_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
mps_phys_presence_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
mps_social_presence_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
nasa_effort_precond,NA,NA,NA,NA,NA,NA,NA,NA
nasa_performance_precond,NA,NA,NA,NA,NA,NA,NA,NA
