Participant_ID,Condition,FrontalLeft_Delta_Power,FrontalLeft_Theta_Power,FrontalLeft_LowAlpha_Power,FrontalLeft_HighAlpha_Power,FrontalLeft_LowBeta_Power,FrontalLeft_HighBeta_Power,FrontalLeft_Alpha_Power,FrontalLeft_Beta_Power,FrontalRight_Delta_Power,FrontalRight_Theta_Power,FrontalRight_LowAlpha_Power,FrontalRight_HighAlpha_Power,FrontalRight_LowBeta_Power,FrontalRight_HighBeta_Power,FrontalRight_Alpha_Power,FrontalRight_Beta_Power,OverallFrontal_Delta_Power,OverallFrontal_Theta_Power,OverallFrontal_LowAlpha_Power,OverallFrontal_HighAlpha_Power,OverallFrontal_LowBeta_Power,OverallFrontal_HighBeta_Power,OverallFrontal_Alpha_Power,OverallFrontal_Beta_Power,TemporalLeft_Delta_Power,TemporalLeft_Theta_Power,TemporalLeft_LowAlpha_Power,TemporalLeft_HighAlpha_Power,TemporalLeft_LowBeta_Power,TemporalLeft_HighBeta_Power,TemporalLeft_Alpha_Power,TemporalLeft_Beta_Power,TemporalRight_Delta_Power,TemporalRight_Theta_Power,TemporalRight_LowAlpha_Power,TemporalRight_HighAlpha_Power,TemporalRight_LowBeta_Power,TemporalRight_HighBeta_Power,TemporalRight_Alpha_Power,TemporalRight_Beta_Power,Temporal_Delta_Power,Temporal_Theta_Power,Temporal_LowAlpha_Power,Temporal_HighAlpha_Power,Temporal_LowBeta_Power,Temporal_HighBeta_Power,Temporal_Alpha_Power,Temporal_Beta_Power,Central_Delta_Power,Central_Theta_Power,Central_LowAlpha_Power,Central_HighAlpha_Power,Central_LowBeta_Power,Central_HighBeta_Power,Central_Alpha_Power,Central_Beta_Power,ParietalLeft_Delta_Power,ParietalLeft_Theta_Power,ParietalLeft_LowAlpha_Power,ParietalLeft_HighAlpha_Power,ParietalLeft_LowBeta_Power,ParietalLeft_HighBeta_Power,ParietalLeft_Alpha_Power,ParietalLeft_Beta_Power,ParietalRight_Delta_Power,ParietalRight_Theta_Power,ParietalRight_LowAlpha_Power,ParietalRight_HighAlpha_Power,ParietalRight_LowBeta_Power,ParietalRight_HighBeta_Power,ParietalRight_Alpha_Power,ParietalRight_Beta_Power,Parietal_Delta_Power,Parietal_Theta_Power,Parietal_LowAlpha_Power,Parietal_HighAlpha_Power,Parietal_LowBeta_Power,Parietal_HighBeta_Power,Parietal_Alpha_Power,Parietal_Beta_Power,Occipital_Delta_Power,Occipital_Theta_Power,Occipital_LowAlpha_Power,Occipital_HighAlpha_Power,Occipital_LowBeta_Power,Occipital_HighBeta_Power,Occipital_Alpha_Power,Occipital_Beta_Power,FrontalMidline_Delta_Power,FrontalMidline_Theta_Power,FrontalMidline_LowAlpha_Power,FrontalMidline_HighAlpha_Power,FrontalMidline_LowBeta_Power,FrontalMidline_HighBeta_Power,FrontalMidline_Alpha_Power,FrontalMidline_Beta_Power,Frontal_Alpha_Asymmetry,Alpha_Beta_Ratio,Theta_Beta_Ratio,RightFrontal_Alpha,Theta_Alpha_Ratio,FrontalLeft_SampleEntropy,FrontalLeft_SpectralEntropy,FrontalRight_SampleEntropy,FrontalRight_SpectralEntropy,OverallFrontal_SampleEntropy,OverallFrontal_SpectralEntropy,TemporalLeft_SampleEntropy,TemporalLeft_SpectralEntropy,TemporalRight_SampleEntropy,TemporalRight_SpectralEntropy,Temporal_SampleEntropy,Temporal_SpectralEntropy,Central_SampleEntropy,Central_SpectralEntropy,ParietalLeft_SampleEntropy,ParietalLeft_SpectralEntropy,ParietalRight_SampleEntropy,ParietalRight_SpectralEntropy,Parietal_SampleEntropy,Parietal_SpectralEntropy,Occipital_SampleEntropy,Occipital_SpectralEntropy,FrontalMidline_SampleEntropy,FrontalMidline_SpectralEntropy,Full_Response_Count,Full_Response_Rate_per_min,Full_Mean_Response_Latency_sec,Full_Response_Accuracy,Full_Response_Correct,Full_Response_Incorrect,Full_Response_Usable,Full_RMSSD,Full_Polar_HeartRate_BPM_CLEANED_ABS_Median,Full_Polar_HeartRate_BPM_CLEANED_ABS_Mean,Full_Polar_HeartRate_BPM_CLEANED_ABS_SD,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_Median,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_Mean,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_Median,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_Tonic_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_Tonic_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakRate,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Max,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Median,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakArea,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_TotalSCRs,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_MeaningfulSCRs,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_ProportionMeaningful,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_LowVar_Flag,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_Median,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_Mean,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_SD,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_Median,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_Mean,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_SD,Full_Inter_Blink_Interval_CLEANED_ABS_Median,Full_Inter_Blink_Interval_CLEANED_ABS_Mean,Full_Inter_Blink_Interval_CLEANED_ABS_SD,Full_Current_Blink_Duration_CLEANED_ABS_Median,Full_Current_Blink_Duration_CLEANED_ABS_Mean,Full_Current_Blink_Duration_CLEANED_ABS_SD,Full_Full_Pupil_Dilation_Mean,Full_Full_Pupil_Dilation_Median,Full_Full_Pupil_Dilation_SD,Full_Full_Pupil_Dilation_Asymmetry,Stress,Calm,Happy,Sad,Pleasure,Arousal,NASA_Mental,NASA_Performance,NASA_Effort,IMI_Interest_Score,IMI_Effort_Score,IMI_Pressure_Score,IMI_Competence_Score,MPS_Phys_Presence_Score,MPS_Social_Presence_Score
25,HighStress_LowCog_Task,-3.4305,-4.4524,-5.5696,-5.5092,-5.6494,-5.8834,-5.1707,-5.4368,-3.5442,-4.5818,-5.6539,-5.5828,-5.6286,-5.8172,-5.2525,-5.3993,-3.5183,-4.5462,-5.6394,-5.5633,-5.6459,-5.8549,-5.2342,-5.4241,-4.1287,-5.0913,-6.0456,-5.5579,-5.533,-5.8843,-5.3959,-5.3608,-4.166,-5.1336,-6.0329,-5.6499,-5.587,-5.8979,-5.4535,-5.4,-4.1479,-5.113,-6.0389,-5.6039,-5.5606,-5.8914,-5.4252,-5.381,-4.1448,-5.1103,-6.0454,-5.8914,-5.7914,-5.9707,-5.5992,-5.5564,-3.951,-4.9641,-5.9015,-5.7086,-5.6094,-5.797,-5.4367,-5.3796,-4.0638,-5.0623,-5.9618,-5.7434,-5.5754,-5.7197,-5.4811,-5.3273,-4.0572,-5.0608,-5.9752,-5.7628,-5.6299,-5.7951,-5.4986,-5.3907,-4.1098,-5.07,-6.033,-5.7513,-5.6497,-5.8622,-5.5148,-5.4277,-4.163,-5.1599,-6.1076,-5.7949,-5.717,-5.9138,-5.572,-5.4902,-0.081797,0.18998,0.33035,-5.2525,0.41214,,3.4214,,3.4419,,3.4867,,3.6817,,3.7485,,3.7169,,3.8706,,3.5712,,3.6803,,3.7428,,3.7248,,3.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-2.0,-2.0,3.0,-2.0,1.0,6.0,4.0,7.0,16.0,26.0,25.0,26.0,1.4,1.0
25,Forest3,-3.4876,-4.6762,-5.599,-5.1998,-5.3637,-5.4256,-5.0092,-5.0794,-3.2892,-4.6829,-5.5856,-5.2005,-5.3502,-5.3424,-5.0016,-5.0323,-3.4161,-4.7133,-5.6143,-5.1868,-5.3722,-5.4005,-5.0037,-5.0719,-4.3362,-5.2515,-5.8457,-4.8693,-5.389,-5.5816,-4.8019,-5.1568,-4.3006,-5.2423,-5.7979,-4.9253,-5.4198,-5.5075,-4.8451,-5.1418,-4.3171,-5.2466,-5.8199,-4.8978,-5.4049,-5.541,-4.8241,-5.1489,-4.2408,-5.2221,-5.867,-5.3947,-5.5029,-5.3773,-5.2236,-5.1201,-3.6992,-4.9914,-5.734,-5.1603,-5.4493,-5.5093,-5.0173,-5.1622,-4.131,-5.1209,-5.7591,-5.1182,-5.3618,-5.2917,-4.9916,-5.0094,-3.9188,-5.1,-5.7893,-5.1687,-5.4392,-5.4173,-5.0373,-5.1121,-4.2888,-5.2202,-5.8823,-5.1841,-5.4152,-5.3657,-5.0685,-5.0734,-4.3195,-5.3256,-5.9032,-5.079,-5.5498,-5.6275,-4.9883,-5.2692,0.0076308,0.068222,-0.056359,-5.0016,-0.33732,,3.4156,,3.2698,,3.4289,,4.2533,,4.2425,,4.2476,,4.2976,,3.3642,,4.3442,,3.9868,,4.4659,,4.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,LowStress_HighCog_Task,-3.6112,-4.6742,-5.6478,-5.3222,-5.4938,-5.4833,-5.1061,-5.1757,-3.6783,-4.7884,-5.721,-5.3813,-5.5008,-5.5098,-5.1679,-5.1901,-3.6776,-4.7608,-5.7098,-5.3393,-5.512,-5.5177,-5.1386,-5.2008,-4.334,-5.3021,-6.0407,-5.0553,-5.4929,-5.7169,-4.9926,-5.2762,-4.3332,-5.3176,-6.0148,-5.1198,-5.5446,-5.7214,-5.0459,-5.3074,-4.3336,-5.3102,-6.0268,-5.088,-5.5194,-5.7193,-5.0198,-5.2923,-4.2832,-5.2776,-6.043,-5.5406,-5.6956,-5.7202,-5.3819,-5.3937,-4.0572,-5.1156,-5.8802,-5.2808,-5.5346,-5.5547,-5.1477,-5.2298,-4.1932,-5.218,-5.9657,-5.2735,-5.502,-5.5036,-5.1626,-5.1881,-4.1734,-5.2121,-5.9667,-5.3075,-5.5521,-5.5587,-5.189,-5.2407,-4.2775,-5.2565,-6.0501,-5.3359,-5.5566,-5.6234,-5.2281,-5.2735,-4.3007,-5.3495,-6.1037,-5.2452,-5.6807,-5.794,-5.1649,-5.4187,-0.061809,0.062228,0.069202,-5.1679,-0.18456,,3.6643,,3.6454,,3.7234,,4.0831,,4.1149,,4.0999,,4.2219,,3.7523,,4.0275,,4.0559,,4.1549,,4.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5.0,-6.0,1.0,-5.0,2.0,10.0,6.0,8.0,15.0,29.0,22.0,17.0,2.2,2.6
25,Forest4,-3.3225,-4.6168,-5.544,-5.2565,-5.3115,-5.1022,-5.0218,-4.8807,-3.2834,-4.6595,-5.5835,-5.2563,-5.2859,-5.0076,-5.0365,-4.811,-3.3408,-4.6719,-5.5854,-5.2454,-5.3156,-5.0751,-5.0311,-4.8651,-4.2732,-5.2609,-5.8461,-5.0227,-5.4129,-5.518,-4.9357,-5.1458,-4.2847,-5.2464,-5.7737,-5.0187,-5.3584,-5.207,-4.9212,-4.9618,-4.2792,-5.2532,-5.8065,-5.0206,-5.3833,-5.3274,-4.928,-5.0394,-4.2015,-5.2329,-5.8591,-5.4785,-5.4366,-5.1462,-5.2809,-4.954,-3.6186,-4.9861,-5.7284,-5.2174,-5.3426,-5.109,-5.0606,-4.8966,-4.0648,-5.1231,-5.7333,-5.1752,-5.2645,-4.9725,-5.032,-4.7809,-3.8415,-5.098,-5.7707,-5.2266,-5.3386,-5.0746,-5.0795,-4.8733,-4.2114,-5.2256,-5.8831,-5.2867,-5.3841,-5.1737,-5.151,-4.952,-4.193,-5.3039,-5.8762,-5.1541,-5.5194,-5.3776,-5.0498,-5.1277,-0.014692,-0.166,-0.17626,-5.0365,-0.25414,,3.5518,,3.7171,,3.691,,4.1367,,4.7288,,4.4483,,4.5122,,3.7015,,4.6177,,4.2588,,4.4488,,4.2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,LowStress_LowCog_Task,-3.7034,-4.8054,-5.8042,-5.423,-5.5525,-5.837,-5.2313,-5.3579,-3.793,-4.8956,-5.881,-5.4744,-5.5531,-5.7718,-5.2891,-5.3361,-3.7719,-4.8801,-5.8648,-5.4414,-5.552,-5.8052,-5.2629,-5.3472,-4.4113,-5.3403,-6.1215,-5.1165,-5.295,-5.6742,-5.0598,-5.1341,-4.4569,-5.3884,-6.1175,-5.2027,-5.3822,-5.743,-5.1347,-5.2135,-4.4347,-5.365,-6.1194,-5.1597,-5.3387,-5.7091,-5.0976,-5.1741,-4.3768,-5.3427,-6.1179,-5.6313,-5.6374,-5.8418,-5.4698,-5.414,-4.1915,-5.2234,-5.9987,-5.3971,-5.4693,-5.6762,-5.2678,-5.2474,-4.2775,-5.3104,-6.0559,-5.4006,-5.4413,-5.6312,-5.2838,-5.2129,-4.2851,-5.3115,-6.0693,-5.4279,-5.4903,-5.6898,-5.308,-5.2656,-4.3468,-5.3307,-6.132,-5.4269,-5.4858,-5.7273,-5.3196,-5.2766,-4.1442,-5.4227,-6.1905,-5.3845,-5.5443,-5.8244,-5.2981,-5.35,-0.057785,0.084303,-0.072738,-5.2891,-0.12468,,3.6114,,3.6226,,3.5667,,4.124,,4.2063,,4.1673,,4.2168,,3.8615,,3.9626,,4.0164,,4.0322,,3.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-2.0,2.0,-3.0,-1.0,4.0,3.0,8.0,17.0,27.0,25.0,34.0,1.6,1.8
25,Post_Exposure_Room_Fixation_Cross,-3.2777,-4.3878,-5.3676,-5.3972,-5.3091,-5.2215,-5.0196,-4.9528,-3.1944,-4.4832,-5.4607,-5.4833,-5.3458,-5.1729,-5.1119,-4.9391,-3.2695,-4.4669,-5.4354,-5.4604,-5.3478,-5.2275,-5.0867,-4.9725,-3.9672,-5.0433,-5.7514,-5.5066,-5.4396,-5.7343,-5.2688,-5.25,-3.9721,-5.0715,-5.6617,-5.6181,-5.4633,-5.6855,-5.2861,-5.2477,-3.9698,-5.0579,-5.7019,-5.5617,-5.4519,-5.708,-5.2778,-5.2488,-3.9408,-5.0338,-5.7288,-5.8001,-5.6034,-5.55,-5.3994,-5.2629,-3.7105,-4.8913,-5.6417,-5.6467,-5.4855,-5.5049,-5.2877,-5.1837,-3.9023,-5.0115,-5.7087,-5.6834,-5.4606,-5.4509,-5.3342,-5.1422,-3.848,-4.9973,-5.7177,-5.702,-5.5066,-5.5083,-5.3511,-5.195,-3.8953,-4.9985,-5.7806,-5.6763,-5.5112,-5.5496,-5.3689,-5.2165,-3.9552,-5.085,-5.7569,-5.7551,-5.6119,-5.7373,-5.4008,-5.3575,-0.092288,-0.11419,0.27256,-5.1119,0.31587,,3.4583,,3.2991,,3.4237,,3.4639,,3.556,,3.5124,,3.8608,,3.3564,,3.9157,,3.6897,,3.6078,,3.8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Post_Exposure_Blank_Fixation_Cross,-3.6318,-4.6485,-5.6276,-5.4449,-5.6354,-5.741,-5.1716,-5.3685,-3.7023,-4.7672,-5.6931,-5.4896,-5.5543,-5.5523,-5.2255,-5.2397,-3.7001,-4.7364,-5.6772,-5.459,-5.6002,-5.6544,-5.2014,-5.3118,-4.3187,-5.1793,-5.8667,-5.1521,-5.4063,-5.7298,-5.0445,-5.2273,-4.3705,-5.2242,-5.7937,-5.1577,-5.5075,-5.7795,-5.0389,-5.3111,-4.3452,-5.2023,-5.8267,-5.155,-5.4566,-5.7552,-5.0416,-5.2694,-4.3273,-5.2282,-5.8587,-5.6447,-5.6894,-5.7786,-5.3832,-5.418,-4.1675,-5.0974,-5.7645,-5.3936,-5.5563,-5.7538,-5.1948,-5.3298,-4.3006,-5.2144,-5.798,-5.3931,-5.5195,-5.6033,-5.2061,-5.2449,-4.2823,-5.1997,-5.8229,-5.4233,-5.573,-5.7074,-5.2343,-5.3208,-4.2842,-5.189,-5.8884,-5.4358,-5.5521,-5.7196,-5.2616,-5.3143,-4.3392,-5.3031,-5.8961,-5.3932,-5.6744,-5.8707,-5.2373,-5.4494,-0.053897,0.11038,0.14625,-5.2255,-0.065841,,3.8688,,3.9818,,3.9982,,4.1376,,4.3521,,4.2505,,4.565,,4.0923,,4.5182,,4.4209,,4.1937,,4.6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Pre_Exposure_Blank_Fixation_Cross,-5.1142,-5.9014,-6.6613,-6.1874,-5.8337,-5.9129,-6.0105,-5.558,-4.809,-5.7519,-6.6137,-6.1121,-5.64,-5.5225,-5.9416,-5.2633,-4.9703,-5.8525,-6.6648,-6.1744,-5.7615,-5.7154,-6.0015,-5.424,-5.4825,-6.1709,-6.8662,-6.3446,-6.2092,-6.5097,-6.178,-6.0218,-5.5634,-6.2806,-6.8711,-6.2106,-6.1128,-6.3956,-6.079,-5.9191,-5.5232,-6.2251,-6.8688,-6.2689,-6.1558,-6.4459,-6.1231,-5.9648,-5.7442,-6.3841,-7.0613,-6.5886,-6.2836,-6.4754,-6.4103,-6.0562,-5.2308,-6.0418,-6.8446,-6.3709,-5.9527,-6.0236,-6.1922,-5.6716,-5.0288,-5.9622,-6.817,-6.322,-5.8447,-5.87,-6.146,-5.5439,-5.1651,-6.0384,-6.8659,-6.3809,-5.9374,-5.9877,-6.2037,-5.6478,-5.3247,-6.1559,-6.9161,-6.4535,-5.8905,-6.1259,-6.2702,-5.6794,-5.6322,-6.4054,-7.0858,-6.5549,-6.4433,-6.7306,-6.3922,-6.2515,0.068918,-0.57743,-0.15385,-5.9416,-0.013163,,5.4632,,5.2467,,5.3075,,4.9849,,5.4171,,5.2123,,5.4327,,5.2593,,5.194,,5.2374,,5.157,,4.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Pre_Exposure_Room_Fixation_Cross,-4.8219,-5.722,-6.4882,-6.3612,-5.8807,-5.9221,-6.063,-5.5871,-4.6453,-5.634,-6.5751,-6.324,-5.6746,-5.6014,-6.0772,-5.3201,-4.7619,-5.7111,-6.5629,-6.3718,-5.801,-5.773,-6.1013,-5.4714,-5.3513,-6.1627,-6.9277,-6.6233,-6.2594,-6.5482,-6.3975,-6.0684,-5.4247,-6.2293,-6.9292,-6.5235,-6.1724,-6.4434,-6.3347,-5.9758,-5.3884,-6.1965,-6.9285,-6.5679,-6.2115,-6.4899,-6.3634,-6.0172,-5.5577,-6.339,-7.0753,-6.7651,-6.3316,-6.5163,-6.5435,-6.1014,-5.016,-5.882,-6.7152,-6.5268,-6.0082,-6.0549,-6.2536,-5.7176,-4.8628,-5.7828,-6.7251,-6.4986,-5.9101,-5.9512,-6.2414,-5.6158,-4.9813,-5.8743,-6.7602,-6.5454,-5.9981,-6.0473,-6.2837,-5.708,-5.1761,-6.0294,-6.921,-6.6052,-5.9365,-6.1579,-6.384,-5.7222,-5.5448,-6.3912,-7.1607,-6.8386,-6.4905,-6.79,-6.6179,-6.3041,-0.014234,-0.6299,-0.08714,-6.0772,0.22665,,4.56,,4.5068,,4.5374,,4.5612,,4.8728,,4.7252,,4.8375,,4.5719,,4.5486,,4.5905,,4.7789,,4.5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Forest1,-4.0072,-5.2511,-6.1931,-6.0461,-5.6833,-5.6681,-5.7406,-5.3592,-3.9642,-5.3065,-6.1713,-6.0059,-5.5192,-5.4427,-5.7165,-5.1625,-4.0256,-5.317,-6.2191,-6.0596,-5.6304,-5.5817,-5.7639,-5.2888,-4.866,-6.0111,-6.7119,-6.4481,-6.1511,-6.4491,-6.2058,-5.9628,-4.8033,-5.942,-6.6584,-6.3381,-6.0442,-6.3291,-6.1128,-5.8513,-4.8319,-5.9733,-6.6829,-6.3868,-6.0916,-6.3818,-6.1544,-5.9006,-4.8601,-6.0258,-6.8272,-6.5754,-6.2106,-6.3727,-6.3218,-5.9707,-4.3122,-5.5568,-6.4548,-6.2741,-5.8209,-5.7847,-5.9863,-5.4853,-4.2384,-5.5426,-6.4263,-6.2482,-5.7583,-5.7058,-5.9638,-5.4146,-4.3234,-5.5962,-6.4829,-6.299,-5.8323,-5.7956,-6.015,-5.4967,-4.6512,-5.8818,-6.7446,-6.4529,-5.8674,-5.8901,-6.2186,-5.5614,-5.0762,-6.2299,-6.9897,-6.6825,-6.3922,-6.6692,-6.4545,-6.1971,0.024065,-0.47515,-0.032885,-5.7165,0.22453,,3.1723,,3.2936,,3.2823,,3.6405,,3.5868,,3.6122,,3.522,,3.4183,,3.395,,3.4147,,3.8032,,3.7431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,HighStress_HighCog_Task,-3.7912,-4.8219,-6.0169,-5.7244,-5.711,-5.7784,-5.4943,-5.4295,-3.7266,-4.8117,-6.0498,-5.6973,-5.5831,-5.6052,-5.4823,-5.2823,-3.7952,-4.8531,-6.069,-5.7379,-5.6777,-5.7223,-5.5189,-5.3869,-4.456,-5.4574,-6.5962,-6.0121,-6.1521,-6.4367,-5.8723,-5.9603,-4.4819,-5.4911,-6.6185,-5.7967,-6.0642,-6.3276,-5.7102,-5.8655,-4.4695,-5.4748,-6.6078,-5.8856,-6.1036,-6.3759,-5.7795,-5.9078,-4.6235,-5.6335,-6.7079,-6.1023,-6.2396,-6.4409,-5.967,-6.017,-4.0167,-5.0311,-6.2578,-5.8941,-5.8978,-5.9083,-5.6881,-5.5889,-3.8544,-4.8902,-6.1848,-5.8245,-5.8303,-5.8686,-5.6152,-5.5362,-3.9784,-5.0048,-6.2663,-5.8936,-5.9042,-5.9352,-5.6897,-5.606,-4.1781,-5.1768,-6.4146,-5.9549,-6.0075,-6.1369,-5.7815,-5.7549,-4.5954,-5.585,-6.7803,-6.1411,-6.36,-6.6358,-6.0174,-6.1657,0.01201,-0.13206,0.58075,-5.4823,0.43239,,3.424,,3.3698,,3.4119,,3.5274,,3.5499,,3.5393,,3.5992,,3.4734,,3.4422,,3.4666,,3.6171,,3.5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-5.0,-5.0,-3.0,0.0,8.0,5.0,8.0,19.0,23.0,21.0,22.0,3.0,1.8
26,Forest2,-4.2026,-5.3063,-6.1162,-5.9741,-5.7023,-5.7371,-5.6639,-5.4068,-4.1164,-5.3078,-6.1631,-5.9949,-5.6661,-5.5922,-5.6898,-5.3126,-4.1951,-5.3444,-6.1705,-6.0145,-5.7167,-5.6977,-5.7072,-5.3933,-4.9177,-5.9797,-6.539,-6.3625,-6.1252,-6.4318,-6.0623,-5.9408,-4.9171,-5.9155,-6.399,-6.1856,-5.9972,-6.3592,-5.8852,-5.8308,-4.9174,-5.9447,-6.4598,-6.2606,-6.0532,-6.3921,-5.9602,-5.8794,-5.0184,-6.0548,-6.7135,-6.4948,-6.1915,-6.4371,-6.2152,-5.9859,-4.4467,-5.5653,-6.3603,-6.1994,-5.9025,-5.9083,-5.8972,-5.5911,-4.3263,-5.502,-6.315,-6.1594,-5.8743,-5.8852,-5.8508,-5.5657,-4.4321,-5.5799,-6.3812,-6.216,-5.9271,-5.9445,-5.9137,-5.6217,-4.6855,-5.828,-6.549,-6.3409,-5.9208,-6.0594,-6.0589,-5.6705,-5.0101,-6.1364,-6.6941,-6.4955,-6.2918,-6.6091,-6.2037,-6.1112,-0.025909,-0.31396,-0.025225,-5.6898,0.06727,,3.6512,,3.5788,,3.637,,3.8589,,3.9379,,3.9004,,3.9135,,3.7213,,3.7139,,3.7314,,3.9527,,3.8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,HighStress_LowCog_Task,-3.7885,-4.7638,-5.966,-5.8196,-5.5907,-5.6011,-5.5212,-5.2809,-3.652,-4.6549,-5.8619,-5.7063,-5.4543,-5.3893,-5.4137,-5.1048,-3.7493,-4.7416,-5.946,-5.7922,-5.5533,-5.522,-5.4982,-5.2219,-4.3186,-5.3361,-6.4913,-6.2329,-6.1205,-6.3253,-5.9858,-5.8985,-4.3462,-5.3869,-6.5306,-6.185,-6.0553,-6.2069,-5.9712,-5.8119,-4.3329,-5.3621,-6.5115,-6.207,-6.085,-6.259,-5.978,-5.8508,-4.55,-5.5212,-6.6013,-6.3308,-6.1665,-6.2821,-6.0861,-5.907,-3.9499,-4.9255,-6.1448,-6.0049,-5.7722,-5.726,-5.7038,-5.4319,-3.7859,-4.7735,-6.037,-5.9161,-5.7141,-5.6787,-5.6087,-5.3797,-3.9104,-4.8927,-6.135,-6.0004,-5.7874,-5.7519,-5.6983,-5.4529,-4.0949,-5.0687,-6.2904,-6.1158,-5.8598,-5.9488,-5.8322,-5.5863,-4.386,-5.4389,-6.62,-6.3692,-6.2753,-6.4821,-6.1192,-6.0542,0.10748,-0.27621,0.61525,-5.4137,0.68022,,3.5633,,3.4789,,3.498,,3.364,,3.4172,,3.392,,3.5916,,3.5075,,3.4674,,3.4837,,3.5028,,3.2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.0,-1.0,-6.0,0.0,0.0,8.0,9.0,8.0,20.0,18.0,23.0,31.0,2.6,1.4
