task,model,modality,baseline_adjustment,normalization,baseline_duration,n_features,n_windows_train,n_windows_test,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1_mean,auc_mean,best_window_accuracy,training_time_seconds
stress_classification,Logistic Regression,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.5895322995638284,0.10842246210237233,0.597046806774061,0.6185378205514781,0.6036569678786756,0.6301347610009744,0.6956521739130435,2.593208074569702
stress_classification,Logistic Regression,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.544076110162355,0.0414217880853565,0.5529892607875474,0.5664136901066701,0.5558906543897659,0.5799601517961059,0.6058394160583942,13.342586040496826
stress_classification,Logistic Regression,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.5070068903532005,0.030126290958920866,0.5165603562932203,0.5362696067476181,0.5218330862425632,0.5294673307576507,0.5620437956204379,9.825899124145508
stress_classification,Random Forest,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.4958308435780733,0.007995233551274322,0.5097018700089002,0.5140542538586789,0.5045288291775591,0.5039535739984864,0.5735294117647058,26.544056177139282
stress_classification,Random Forest,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.5243848085596896,0.06347489555108136,0.5380636701530117,0.5495830983184166,0.5386491028606533,0.5373913608336652,0.6131386861313869,29.31226897239685
stress_classification,SVM,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.5340462737682805,0.06792083824441013,0.5549486310201294,0.5325128870946954,0.5343643650764013,0.5659721557845034,0.6304347826086957,32.91697907447815
stress_classification,Neural Network (MLP),all,zscore,within_subject,last_120s,87,3853.6,963.4,0.5094822736241313,0.03337228677806963,0.5188325488383916,0.5697776138092991,0.5387143640548565,0.5141218596899085,0.6131386861313869,30.322019577026367
stress_classification,Neural Network (MLP),eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.474341741169159,0.03170788875298718,0.4840284923842546,0.49082445952481457,0.48493918626016796,0.474449087365875,0.5507246376811594,33.34266209602356
stress_classification,K-Nearest Neighbors,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.49974689769546965,0.02560478405794284,0.5066508561735852,0.5098312929899927,0.5069548648422083,0.4924211511195085,0.6086956521739131,14.640649795532227
stress_classification,K-Nearest Neighbors,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.48748101988780385,0.02986255434916967,0.49551098099037344,0.5058224670713062,0.4981875372819979,0.4729711239952518,0.5808823529411765,11.772647142410278
stress_classification,K-Nearest Neighbors,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.5207615911583685,0.05514638157899252,0.5315414579839748,0.5490262944739863,0.536591854341121,0.5280811208141986,0.6231884057971014,2.905596971511841
stress_classification,SVM,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.47811442032882956,0.02439343698892896,0.49115620947727584,0.5424769046850446,0.5111492787660665,0.4779582601504012,0.5441176470588235,64.83274531364441
stress_classification,SVM,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.508768708090877,0.04940075097175773,0.5203672065950918,0.5482861281484608,0.5303894576966972,0.5262701499524042,0.6277372262773723,67.8943829536438
stress_classification,Neural Network (MLP),physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.5156303353882122,0.03921214692127285,0.5362159556384547,0.537704499634027,0.5276684648562704,0.5378427085384867,0.644927536231884,31.14419913291931
stress_classification,Linear Discriminant Analysis,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.5862432401360711,0.10373973238303517,0.5937834259588521,0.6158197828757785,0.6007805617469898,0.6291465800336511,0.6956521739130435,3.433298349380493
stress_classification,Linear Discriminant Analysis,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.5045276826856393,0.0397785643452427,0.5141801461407951,0.5271657236508369,0.5162279019587144,0.5276557668380029,0.5547445255474452,10.639266967773438
stress_classification,Linear Discriminant Analysis,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.540592154120021,0.0436945472649423,0.5511157015471394,0.5554500118837731,0.5493870097078332,0.5719534776832838,0.5985401459854015,12.437801122665405
stress_classification,Random Forest,eeg,zscore,within_subject,full,77,3853.6,963.4,0.4829595844195828,0.025192477287147606,0.4948658722439493,0.5014907430728245,0.4933132611820488,0.47721808425048584,0.5942028985507246,18.376497983932495
stress_classification,Random Forest,all,zscore,within_subject,full,87,3853.6,963.4,0.4838768024624957,0.050350402871124536,0.4985036534944502,0.5065568062093602,0.49728717555835766,0.4910242055369712,0.5985401459854015,20.643937587738037
stress_classification,XGBoost,physio,zscore,within_subject,last_60s,10,3853.6,963.4,0.5260771921849307,0.04080126165756195,0.5379341792630459,0.5420015963277367,0.5356571205123382,0.5386122027703777,0.583941605839416,268.47393774986267
stress_classification,XGBoost,all,zscore,within_subject,last_60s,87,3853.6,963.4,0.5233701113311382,0.04767166135168268,0.5298133106569997,0.5392013773352204,0.5329232139461518,0.5335606369377052,0.583941605839416,274.1493489742279
stress_classification,XGBoost,eeg,zscore,within_subject,last_60s,77,3853.6,963.4,0.5291435313452721,0.038626271023887285,0.5371069587303805,0.5338374512676616,0.5336776406560624,0.5307533402026131,0.6131386861313869,272.60177421569824
stress_classification,Random Forest,physio,zscore,within_subject,full,10,3853.6,963.4,0.5146289565192538,0.06064759665111963,0.5303638455273176,0.5249755809154881,0.5227322727469181,0.5288916005628168,0.5985401459854015,6.386872053146362
stress_classification,Logistic Regression,physio,zscore,within_subject,full,10,3853.6,963.4,0.5534348018511797,0.07827798609576099,0.5621210968605944,0.6009668448641406,0.5770549562122448,0.6024409724562412,0.6423357664233577,2.5169243812561035
stress_classification,Logistic Regression,eeg,zscore,within_subject,full,77,3853.6,963.4,0.5041316234108051,0.03206521584942584,0.5149781552515189,0.5163097632586844,0.5118695987106721,0.5240136161155424,0.5693430656934306,9.694528579711914
stress_classification,Logistic Regression,all,zscore,within_subject,full,87,3853.6,963.4,0.5397346050996047,0.049959947981742796,0.5500975694163515,0.550795796573453,0.5472704502727296,0.5641671426924051,0.6131386861313869,10.741556882858276
stress_classification,XGBoost,physio,zscore,within_subject,last_90s,10,3853.6,963.4,0.55302729348663,0.07198531431160209,0.562686137234954,0.5878605968373791,0.569612590758882,0.5827105545734714,0.6423357664233577,219.3892092704773
stress_classification,SVM,physio,zscore,within_subject,full,10,3853.6,963.4,0.5264982403294374,0.055272088769653095,0.5369688219342066,0.5396167157980869,0.5342231210610762,0.5501826351773321,0.6159420289855072,33.65406250953674
stress_classification,Neural Network (MLP),eeg,zscore,within_subject,full,77,3853.6,963.4,0.4731249157670617,0.020800737719141774,0.48026250838935824,0.5217528482625451,0.4991819635040514,0.4700381292264299,0.5474452554744526,37.579965353012085
stress_classification,Neural Network (MLP),all,zscore,within_subject,full,87,3853.6,963.4,0.5001220319927573,0.03927483930325217,0.5088403299458185,0.5694703242673742,0.5344980046713803,0.5055035513388334,0.5735294117647058,42.00194430351257
stress_classification,Neural Network (MLP),physio,zscore,within_subject,full,10,3853.6,963.4,0.535166904825356,0.04258863803094435,0.5451404886716514,0.5524604991657709,0.5456869558820754,0.5601364118210086,0.6594202898550725,28.818790197372437
stress_classification,XGBoost,eeg,zscore,within_subject,last_90s,77,3853.6,963.4,0.514909360557193,0.031070925697397247,0.5263237864352229,0.5182174955155014,0.5189924952340557,0.5204387162590998,0.5797101449275363,249.84604406356812
stress_classification,K-Nearest Neighbors,physio,zscore,within_subject,full,10,3853.6,963.4,0.4989267581727745,0.05017415913668969,0.5073191332512585,0.49232166831620533,0.49758611914372003,0.493127489176432,0.5693430656934306,4.222567081451416
stress_classification,XGBoost,all,zscore,within_subject,last_90s,87,3853.6,963.4,0.5466778536669716,0.06121467189799791,0.5526212146451429,0.5744046229651255,0.5611575796425015,0.5653656051882519,0.6934306569343066,257.4876892566681
stress_classification,Linear Discriminant Analysis,physio,zscore,within_subject,full,10,3853.6,963.4,0.5505486883234612,0.07755321039475875,0.5589857238918915,0.6011053730026689,0.5755120913798455,0.5965912336956409,0.635036496350365,3.859121799468994
stress_classification,K-Nearest Neighbors,eeg,zscore,within_subject,full,77,3853.6,963.4,0.48785287656119714,0.023643396406346967,0.4951426591150449,0.5270064456166613,0.5086357850554338,0.4766359915629096,0.5588235294117647,19.039687156677246
stress_classification,Linear Discriminant Analysis,eeg,zscore,within_subject,full,77,3853.6,963.4,0.5023061706654695,0.03668671815631072,0.5138205128859015,0.5106964316753991,0.5080066385020465,0.5206158141194122,0.5474452554744526,12.919376373291016
stress_classification,K-Nearest Neighbors,all,zscore,within_subject,full,87,3853.6,963.4,0.491187013861329,0.024354737824685984,0.4989729942993306,0.5294809049641064,0.5119177781964115,0.4898537946845125,0.572463768115942,29.675394773483276
stress_classification,Linear Discriminant Analysis,all,zscore,within_subject,full,87,3853.6,963.4,0.5269714382416241,0.053320045962026344,0.5384413271623681,0.5347763899580343,0.5328943849297076,0.5555151184812417,0.5766423357664233,15.089019536972046
stress_classification,SVM,all,zscore,within_subject,full,87,3853.6,963.4,0.49342871881620837,0.031584943454621595,0.5029572938556662,0.52854600557414,0.5126877685269241,0.49540047991317504,0.5985401459854015,67.08226799964905
stress_classification,SVM,eeg,zscore,within_subject,full,77,3853.6,963.4,0.47002349729473647,0.02246138746691072,0.48224442643182125,0.5249491646476077,0.49947075054294876,0.4670040618228203,0.5434782608695652,67.30398035049438
workload_classification,Random Forest,physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.632817293593198,0.01726714143008967,0.3835087976884247,0.16392277979601844,0.22812537132740868,0.5067729658832203,0.6788321167883211,7.095276117324829
workload_classification,Logistic Regression,all,subtract,within_subject,last_60s,87,3853.6,963.4,0.6385344442158692,0.045038591319241185,0.43021144715635573,0.2893692213753526,0.34523215038641536,0.5780613939204169,0.6956521739130435,7.971880197525024
workload_classification,Logistic Regression,eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.6396259788295773,0.029577406968161697,0.43106918485694273,0.2737858413601271,0.33354083622328673,0.5816842759655824,0.6956521739130435,7.191473484039307
workload_classification,Logistic Regression,physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.6592906497381008,0.01025494850379782,0.37194805194805197,0.02532062765086459,0.04651201124500977,0.5006932596842502,0.6788321167883211,2.6241843700408936
workload_classification,Random Forest,eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.6278310109236682,0.04007883221155807,0.36817081072935504,0.127910014313826,0.18588188584731297,0.5532633439909117,0.6934306569343066,20.467663049697876
workload_classification,Random Forest,all,subtract,within_subject,last_60s,87,3853.6,963.4,0.6252133477467448,0.026102314036890235,0.3286315374337831,0.1168604207027816,0.16960428574935238,0.5363510778073423,0.6788321167883211,22.73773217201233
workload_classification,SVM,physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.6509966149420411,0.01655782840732323,0.3982075784144069,0.09847629717765823,0.15676870261426645,0.5257838253776379,0.6956521739130435,27.280720472335815
stress_classification,XGBoost,physio,zscore,within_subject,last_120s,10,3853.6,963.4,0.5175187287548949,0.056840434696929516,0.5275615192107737,0.5716414529656813,0.5438559580092288,0.5363042417991142,0.5912408759124088,218.6692600250244
workload_classification,Neural Network (MLP),eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.5832088141271314,0.03225090100273389,0.35723503899310305,0.30720997646998127,0.32783061286773274,0.5230694063650171,0.6423357664233577,26.452176570892334
workload_classification,Neural Network (MLP),all,subtract,within_subject,last_60s,87,3853.6,963.4,0.5781656475116588,0.05169035670220813,0.35161103935478616,0.3185113679567871,0.3310180362774318,0.5199017823342829,0.6666666666666666,29.704598903656006
workload_classification,K-Nearest Neighbors,physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.5721153601603686,0.023468201655652544,0.3276169791055258,0.26837045459808573,0.2946903325808429,0.5041117319313961,0.6666666666666666,3.1483089923858643
workload_classification,K-Nearest Neighbors,all,subtract,within_subject,last_60s,87,3853.6,963.4,0.5874681631972016,0.021402032069726438,0.33066630023467963,0.239580557702776,0.2774721506760821,0.5027202828191777,0.644927536231884,15.549161672592163
workload_classification,SVM,eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.6231138428660261,0.04266047638046642,0.36628739894523676,0.16575425186295192,0.22491322322761512,0.5576574937545937,0.717391304347826,47.68345308303833
workload_classification,SVM,all,subtract,within_subject,last_60s,87,3853.6,963.4,0.6212960208388194,0.03657910408311405,0.36253894437136114,0.18806167110327854,0.24564106921682774,0.5388212608212102,0.717391304347826,48.515671491622925
stress_classification,XGBoost,eeg,zscore,within_subject,last_120s,77,3853.6,963.4,0.5012742809740824,0.018782901370559893,0.5138287819333096,0.5283795759917037,0.515000033222393,0.5072242968486472,0.6029411764705882,238.11600518226624
workload_classification,Linear Discriminant Analysis,physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.657616515970904,0.009321831182234707,0.36033204384268214,0.029093550511859256,0.05311991751410757,0.49945576581682233,0.6788321167883211,2.740607261657715
stress_classification,XGBoost,all,zscore,within_subject,last_120s,87,3853.6,963.4,0.5250991181858683,0.053300238987029014,0.5376104534902205,0.5661746193349579,0.5461438664053835,0.5462287744153291,0.6102941176470589,241.35757184028625
workload_classification,K-Nearest Neighbors,eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.5944052014505445,0.021780766979851485,0.3506799605200383,0.2603997670155863,0.29850034121937086,0.5355787290541109,0.7028985507246377,13.951523542404175
workload_classification,Linear Discriminant Analysis,all,subtract,within_subject,last_60s,87,3853.6,963.4,0.6339161019411825,0.0412823402859759,0.42619671214666505,0.2988615481034547,0.3504219735110887,0.583070860607202,0.7028985507246377,8.868526458740234
workload_classification,Linear Discriminant Analysis,eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.6398216933438665,0.035838803785066736,0.4397161780747231,0.28600473648987934,0.3443931136994162,0.58737735708304,0.7299270072992701,9.568379402160645
workload_classification,Neural Network (MLP),physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.5829153869567515,0.02545569854477334,0.33267221929173746,0.25009075194341773,0.2841707249972206,0.4979082966207765,0.6594202898550725,32.09508228302002
workload_classification,Random Forest,physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.6053485971796092,0.023532720989889597,0.2773675137311501,0.11609276813214098,0.1615287919928184,0.491725540877317,0.6811594202898551,8.604458570480347
workload_classification,Logistic Regression,physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.6556614434431198,0.011432412826065903,0.38443969984963283,0.03532898495538618,0.06305620466191111,0.5255605602676617,0.6838235294117647,1.724550485610962
workload_classification,Logistic Regression,all,subtract,within_subject,last_90s,87,3853.6,963.4,0.6328782354062233,0.04329331226315492,0.42272842879920647,0.305719820120086,0.3541623656378055,0.5775084802430624,0.6884057971014492,8.213399887084961
workload_classification,Logistic Regression,eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.6382398858434927,0.04071221544854606,0.42780441602642655,0.2868754908194233,0.3419195850727632,0.5818401669569975,0.7028985507246377,6.819045305252075
workload_classification,Random Forest,eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.6349726611749145,0.04140347042538646,0.3971745846745847,0.12720312881534696,0.18857339572219364,0.5866255367184643,0.6956521739130435,21.61850118637085
workload_classification,Random Forest,all,subtract,within_subject,last_90s,87,3853.6,963.4,0.6312051530091913,0.0449060450893823,0.38303524547743606,0.13021518813315522,0.19090472074852324,0.5592593780723891,0.6956521739130435,23.09056329727173
workload_classification,SVM,physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.6469758199548175,0.01620158432727235,0.3665860483602419,0.07906204719663878,0.12879316128158633,0.5035526715499523,0.6861313868613139,26.9872305393219
workload_classification,Neural Network (MLP),eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.5874856629372773,0.049360531287762764,0.3538659019735423,0.2949453931787862,0.3188186036963553,0.5383862937550108,0.6304347826086957,24.56523323059082
workload_classification,Neural Network (MLP),all,subtract,within_subject,last_90s,87,3853.6,963.4,0.6000989492963559,0.06672713972700098,0.3875317134087582,0.3363918077896176,0.35613231238721754,0.5496568318264811,0.6594202898550725,28.519617795944214
workload_classification,K-Nearest Neighbors,all,subtract,within_subject,last_90s,87,3853.6,963.4,0.5961579801160748,0.020430384976991692,0.3406238240603566,0.23188442706734827,0.27576091504738826,0.5129469018447452,0.6666666666666666,8.896528959274292
workload_classification,SVM,eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.6276601933971319,0.04894362957785812,0.3830421856385597,0.18029754466438433,0.24142551168236057,0.5853437806793058,0.6884057971014492,44.68629717826843
workload_classification,SVM,all,subtract,within_subject,last_90s,87,3853.6,963.4,0.6342244154888365,0.060054581296939746,0.4156978032699886,0.21595046824063058,0.2822328075093326,0.5724709497227038,0.7246376811594203,46.04107928276062
stress_classification,XGBoost,physio,zscore,within_subject,full,10,3853.6,963.4,0.5020763785027487,0.054866674521006735,0.5133408082437978,0.5321579631331066,0.5196967448930627,0.5138933770895726,0.6086956521739131,210.18405318260193
workload_classification,K-Nearest Neighbors,physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.5768104720384677,0.014203969105178904,0.33432588673055685,0.2768774577613152,0.30264196512683494,0.5096687004326577,0.6277372262773723,2.7615957260131836
workload_classification,Linear Discriminant Analysis,physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.6556420066514226,0.010787493836177725,0.38885985529646444,0.040949783768303036,0.07274313743731034,0.5246515524868838,0.6911764705882353,2.1727137565612793
workload_classification,K-Nearest Neighbors,eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.6052331016063783,0.02299360673606635,0.36644601012408484,0.2578561154158118,0.3024301604416338,0.5447556735223789,0.6861313868613139,11.122756242752075
workload_classification,Linear Discriminant Analysis,eeg,subtract,within_subject,last_90s,77,3853.6,963.4,0.6380448355902959,0.031116115085195822,0.4308006012438354,0.30179767349761255,0.3531768488908035,0.5843493429999294,0.6956521739130435,8.619626998901367
workload_classification,Neural Network (MLP),physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.5825568426179071,0.009160351271763697,0.3187635063383708,0.23985485082753727,0.27110492913404244,0.5044740727033725,0.644927536231884,24.104485273361206
workload_classification,Linear Discriminant Analysis,all,subtract,within_subject,last_90s,87,3853.6,963.4,0.6348558867861109,0.03856517753516137,0.42993172350151754,0.3222815587911897,0.36757890952336886,0.5793978732507962,0.6884057971014492,9.645614624023438
stress_classification,XGBoost,all,zscore,within_subject,full,87,3853.6,963.4,0.49869146363869044,0.05218160503751918,0.5103050175678806,0.5281407559025697,0.5156229262804108,0.5052745712552796,0.6176470588235294,224.5056128501892
stress_classification,XGBoost,eeg,zscore,within_subject,full,77,3853.6,963.4,0.4870907160361779,0.006963625227550849,0.49764043264428715,0.49733924092842424,0.4939719343375577,0.48574329130233507,0.572463768115942,224.13674664497375
workload_classification,Random Forest,physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.6171461965234517,0.032300905813673765,0.30525209068277837,0.10669490151659722,0.15592281858965462,0.4969078008980041,0.6594202898550725,6.5218141078948975
workload_classification,Logistic Regression,physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.6552647816638935,0.014193595826670277,0.4057180310677066,0.05042887834185918,0.08749131589515646,0.5434435851830532,0.6911764705882353,1.4965488910675049
workload_classification,Logistic Regression,all,subtract,within_subject,last_120s,87,3853.6,963.4,0.6233896287077979,0.03922767743108002,0.4053753117668816,0.28490969802018945,0.33420494807919354,0.5642747540316982,0.6956521739130435,6.325733184814453
workload_classification,Logistic Regression,eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.6213455075370852,0.0437736786675218,0.3993676998383525,0.2638629448960203,0.31638045053208297,0.5658090571320787,0.6666666666666666,7.010209560394287
workload_classification,Random Forest,eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.6437322255085072,0.04071848732720178,0.42571590013769034,0.14970554791936536,0.2190034142188587,0.5981142127691867,0.7101449275362319,19.968873500823975
workload_classification,Random Forest,all,subtract,within_subject,last_120s,87,3853.6,963.4,0.6333054938647542,0.058435929364329856,0.40718513649127186,0.1465187737421758,0.2131252286514286,0.5768026662555685,0.6739130434782609,21.825793504714966
workload_classification,SVM,physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.6451454477611182,0.026153917000716457,0.37962236180698816,0.08856548377536762,0.14190232499753627,0.5146914929714258,0.6884057971014492,28.567975282669067
workload_classification,Neural Network (MLP),eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.5675993848882033,0.03602693568766805,0.32079100300322405,0.2676519198789232,0.28858501268057957,0.5172082395060592,0.6376811594202898,25.084298133850098
workload_classification,Neural Network (MLP),all,subtract,within_subject,last_120s,87,3853.6,963.4,0.5969392942557269,0.05528345346864113,0.3739690798663068,0.3045920618211889,0.33416404198944083,0.5488142715430515,0.6739130434782609,32.59192633628845
workload_classification,SVM,all,subtract,within_subject,last_120s,87,3853.6,963.4,0.629484668579091,0.05233733739657744,0.40492956519234546,0.20608428184782318,0.27130162162084115,0.5647982987329453,0.717391304347826,49.64330244064331
workload_classification,K-Nearest Neighbors,all,subtract,within_subject,last_120s,87,3853.6,963.4,0.6041728896897679,0.03711724288035566,0.3568541906063393,0.2438816821427765,0.28877105459975316,0.5203884428434429,0.674074074074074,11.965068578720093
workload_classification,SVM,eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.6322147590756272,0.05167266974479988,0.39974269838339294,0.1733042425265735,0.23783617820403027,0.584118745612157,0.6884057971014492,48.982447385787964
workload_classification,K-Nearest Neighbors,physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.5573268627374116,0.023683415937997197,0.2998612128761876,0.24742115743537743,0.2708059339700247,0.48608040738177233,0.6231884057971014,2.439873695373535
workload_classification,Linear Discriminant Analysis,physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.6535901990309243,0.01567840123060493,0.40383412734841173,0.055536642427259066,0.09582051283632205,0.5432390952858872,0.6911764705882353,2.1527228355407715
workload_classification,K-Nearest Neighbors,eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.610574343713618,0.0225925868220661,0.37833538645965736,0.26940049311321174,0.31433284832468145,0.5483544439954761,0.6884057971014492,12.598328351974487
workload_classification,Linear Discriminant Analysis,eeg,subtract,within_subject,last_120s,77,3853.6,963.4,0.6163083734968411,0.037241794249633794,0.38784548499744914,0.25969587736600974,0.30971074739362947,0.5575006962424482,0.6666666666666666,6.4873833656311035
workload_classification,Linear Discriminant Analysis,all,subtract,within_subject,last_120s,87,3853.6,963.4,0.6174149541514868,0.03904131910046045,0.3962355377496081,0.2904004969239784,0.3348021153766151,0.556113359887186,0.6884057971014492,7.563261985778809
workload_classification,Neural Network (MLP),physio,subtract,within_subject,last_120s,10,3853.6,963.4,0.5675782324652487,0.029838635078264345,0.3194391581664309,0.2763974887633681,0.2949954260919788,0.4975772054489827,0.635036496350365,30.043941736221313
workload_classification,Random Forest,all,subtract,within_subject,full,87,3853.6,963.4,0.642255915020973,0.05782811160894122,0.4535097539173537,0.2057013349702042,0.2803048966925939,0.6177511363672314,0.6956521739130435,17.423718452453613
workload_classification,XGBoost,physio,subtract,within_subject,last_60s,10,3853.6,963.4,0.608593101407552,0.016597427235035097,0.35805172014289705,0.2189666725000711,0.2707700881986554,0.5181653339181725,0.6811594202898551,214.03352046012878
workload_classification,Random Forest,eeg,subtract,within_subject,full,77,3853.6,963.4,0.6584965941368114,0.053123392248981015,0.49811209322078887,0.22869756494938862,0.31096292014905397,0.6362658070168067,0.708029197080292,15.635156393051147
workload_classification,XGBoost,eeg,subtract,within_subject,last_60s,77,3853.6,963.4,0.6083241404342844,0.04776256449213587,0.35604230192036945,0.21189196652270761,0.2643411764206648,0.5466386832093424,0.6788321167883211,224.2868151664734
workload_classification,XGBoost,all,subtract,within_subject,last_60s,87,3853.6,963.4,0.6087153420174551,0.03402303695605815,0.3366007814992811,0.1931979221354833,0.24471105406269422,0.5126183289514257,0.7028985507246377,226.010324716568
workload_classification,Logistic Regression,physio,subtract,within_subject,full,10,3853.6,963.4,0.6517477872932049,0.01951830679588841,0.40073785611805696,0.055540699428121176,0.09524932934195138,0.5437344258249921,0.6911764705882353,1.8224072456359863
workload_classification,Random Forest,physio,subtract,within_subject,full,10,3853.6,963.4,0.6335389567854854,0.05268073605196552,0.4179563627811113,0.1613637854632148,0.22807501674244907,0.4887131983598675,0.6811594202898551,6.213595390319824
workload_classification,Logistic Regression,all,subtract,within_subject,full,87,3853.6,963.4,0.6442377417562997,0.045438429491356146,0.45151724471417437,0.3195863852444768,0.37295106049845356,0.5980075437007865,0.717391304347826,6.940620422363281
workload_classification,Logistic Regression,eeg,subtract,within_subject,full,77,3853.6,963.4,0.6447069977834994,0.05502353290536382,0.44965171924245473,0.3022343228721925,0.35992467257173144,0.6070891595603582,0.7028985507246377,7.318142652511597
workload_classification,SVM,physio,subtract,within_subject,full,10,3853.6,963.4,0.6497327625658598,0.03135932616613218,0.4404253344064431,0.11034478937745848,0.17379880699263592,0.5377570156884831,0.6884057971014492,26.968470335006714
workload_classification,Neural Network (MLP),all,subtract,within_subject,full,87,3853.6,963.4,0.6218529111298866,0.0676281150034244,0.4273611771270798,0.34607824911099205,0.38112596189875575,0.5913028155731432,0.6811594202898551,25.64399790763855
workload_classification,Neural Network (MLP),eeg,subtract,within_subject,full,77,3853.6,963.4,0.5960643810587231,0.046162897325971425,0.37959051914521985,0.32812354622914375,0.34870659592541414,0.565740539754999,0.6666666666666666,25.528236627578735
workload_classification,K-Nearest Neighbors,all,subtract,within_subject,full,87,3853.6,963.4,0.6173337696971395,0.03972451753541253,0.38855868763355117,0.2591289525345556,0.31044056369841605,0.5557183456157442,0.6811594202898551,11.418121576309204
workload_classification,K-Nearest Neighbors,physio,subtract,within_subject,full,10,3853.6,963.4,0.565271576030613,0.04181859891574,0.31446008910655376,0.2573847997896457,0.2826377046409392,0.47981946721832697,0.6159420289855072,3.0805165767669678
workload_classification,K-Nearest Neighbors,eeg,subtract,within_subject,full,77,3853.6,963.4,0.6162188202564838,0.0383627947745717,0.3950679436587771,0.28594785053703964,0.3315370289559841,0.5779730735469195,0.6884057971014492,13.559361219406128
workload_classification,XGBoost,physio,subtract,within_subject,last_90s,10,3853.6,963.4,0.5934796085965779,0.011996075474140498,0.30236276320050237,0.1745276979715289,0.22030091797745915,0.5060366278743482,0.6884057971014492,201.5576455593109
workload_classification,SVM,all,subtract,within_subject,full,87,3853.6,963.4,0.6403179551241927,0.05863158771106291,0.4394031360849115,0.2402885922939848,0.3094408890750051,0.5929899491677376,0.7318840579710145,46.41103434562683
workload_classification,SVM,eeg,subtract,within_subject,full,77,3853.6,963.4,0.6451459086769783,0.05786198251362042,0.4575567686903984,0.21708104650689003,0.29138252442755236,0.6173175029363711,0.7391304347826086,46.82430601119995
workload_classification,Linear Discriminant Analysis,physio,subtract,within_subject,full,10,3853.6,963.4,0.6511110711951951,0.019535481466363316,0.4008116951324552,0.06058752055981922,0.10326378531049088,0.5433385240650468,0.6985294117647058,3.192347526550293
workload_classification,Linear Discriminant Analysis,all,subtract,within_subject,full,87,3853.6,963.4,0.637739909623588,0.040740206325575096,0.4390275999567441,0.32061651170037286,0.3699663043250801,0.58796403215808,0.6811594202898551,9.807718276977539
workload_classification,Linear Discriminant Analysis,eeg,subtract,within_subject,full,77,3853.6,963.4,0.6418643082535984,0.03911429152350932,0.4444433836279453,0.303358997381417,0.3595833765342705,0.5972175244164623,0.7028985507246377,9.009108543395996
workload_classification,Neural Network (MLP),physio,subtract,within_subject,full,10,3853.6,963.4,0.5830391157525037,0.02708980688526133,0.3427573507043239,0.2756745511429808,0.30481102627053286,0.5181481850955361,0.6423357664233577,27.69116997718811
